FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007,Per_Les_30,Per_Les_20,Per_Les_10,Per_Les_15
383,26,163,524700,1,2.61635E+11,Block Group 1,G5030,S,195442,0,42.2733538,-83.1477838,G26016305247001,1915.380863,195441.1179,G26016305247001,2013-2017, , ,Michigan,26,Wayne County,163, , ,524700,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5247, Wayne County, Michigan", , ,28,0,0,11,0,0,9,0,0,0,0,0,8,213,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,59,29,0,95,11,11,0,0,0,36492,225,110,110,39,71,0,115,71.42857143,39.28571429,0,39.28571429
384,26,163,524700,2,2.61635E+11,Block Group 2,G5030,S,174768,0,42.2691966,-83.1514925,G26016305247002,1709.379278,174767.2904,G26016305247002,2013-2017, , ,Michigan,26,Wayne County,163, , ,524700,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5247, Wayne County, Michigan", , ,124,0,30,27,0,34,0,24,0,0,0,0,9,334,0,0,0,0,0,0,0,0,0,0,0,38,0,0,9,57,38,22,22,29,111,8,0,0,32557,372,127,127,124,3,0,245,73.38709677,45.96774194,24.19354839,45.96774194
385,26,163,524700,3,2.61635E+11,Block Group 3,G5030,S,166269,0,42.2669387,-83.1555296,G26016305247003,1803.463599,166268.9944,G26016305247003,2013-2017, , ,Michigan,26,Wayne County,163, , ,524700,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5247, Wayne County, Michigan", , ,161,0,0,0,67,29,0,0,0,0,16,49,0,560,0,0,0,0,0,0,0,0,0,0,33,41,34,15,22,240,13,28,43,38,39,14,0,0,9499,641,206,206,161,45,0,435,59.62732919,41.61490683,0,0
386,26,163,524700,4,2.61635E+11,Block Group 4,G5030,S,564217,0,42.2721286,-83.1594561,G26016305247004,5241.513156,564216.0808,G26016305247004,2013-2017, , ,Michigan,26,Wayne County,163, , ,524700,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5247, Wayne County, Michigan", , ,188,0,0,26,54,5,0,33,0,0,14,0,56,320,0,0,0,0,0,0,0,0,0,0,7,13,28,46,21,116,0,47,7,0,35,0,0,0,0,483,247,247,188,59,0,236,45.21276596,42.55319149,0,13.82978723
387,26,163,524700,5,2.61635E+11,Block Group 5,G5030,S,273532,0,42.2732077,-83.1539582,G26016305247005,2171.259305,273532.1414,G26016305247005,2013-2017, , ,Michigan,26,Wayne County,163, , ,524700,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5247, Wayne County, Michigan", , ,170,0,17,22,0,93,0,9,0,0,0,0,29,345,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,239,0,14,15,48,4,19,0,0,26302,476,194,194,170,24,0,282,77.64705882,22.94117647,10,22.94117647
388,26,163,524700,6,2.61635E+11,Block Group 6,G5030,S,689817,0,42.2786108,-83.1479871,G26016305247006,3345.488322,689817.162,G26016305247006,2013-2017, , ,Michigan,26,Wayne County,163, , ,524700,6, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5247, Wayne County, Michigan", , ,538,0,65,35,72,52,0,91,79,0,144,0,0,970,77,0,0,0,0,11,8,0,0,0,19,0,47,33,17,237,20,87,293,66,46,9,0,0,43235,1100,611,611,538,73,0,489,41.63568773,31.97026022,12.08178439,18.58736059
389,26,163,524800,1,2.61635E+11,Block Group 1,G5030,S,169166,0,42.2633415,-83.1563408,G26016305248001,1835.152821,169166.2641,G26016305248001,2013-2017, , ,Michigan,26,Wayne County,163, , ,524800,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5248, Wayne County, Michigan", , ,59,0,0,0,23,28,0,8,0,0,0,0,0,318,63,0,0,0,0,0,0,0,0,0,0,0,0,63,0,22,6,0,94,31,39,0,0,0,0,329,125,125,59,66,0,204,86.44067797,38.98305085,0,0
390,26,163,524800,2,2.61635E+11,Block Group 2,G5030,S,231255,0,42.2590376,-83.1600287,G26016305248002,2071.310973,231255.5184,G26016305248002,2013-2017, , ,Michigan,26,Wayne County,163, , ,524800,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5248, Wayne County, Michigan", , ,166,0,4,17,57,33,9,23,0,15,0,8,0,337,0,0,0,0,0,0,0,0,0,26,0,7,3,23,51,61,21,61,30,20,34,0,0,0,0,464,189,189,166,23,0,275,72.28915663,46.98795181,2.409638554,12.65060241
391,26,163,524800,3,2.61635E+11,Block Group 3,G5030,S,221908,0,42.2613019,-83.1634601,G26016305248003,1891.820214,221908.7019,G26016305248003,2013-2017, , ,Michigan,26,Wayne County,163, , ,524800,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5248, Wayne County, Michigan", , ,203,0,0,10,73,86,0,0,0,0,10,24,0,526,8,0,0,0,0,0,18,0,0,0,0,0,0,94,2,98,84,55,61,12,86,8,0,0,25650,605,279,279,203,76,0,326,83.25123153,40.88669951,0,4.926108374
392,26,163,524800,4,2.61635E+11,Block Group 4,G5030,S,191698,0,42.2652469,-83.1601925,G26016305248004,1757.138003,191697.7399,G26016305248004,2013-2017, , ,Michigan,26,Wayne County,163, , ,524800,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5248, Wayne County, Michigan", , ,73,0,0,25,0,0,0,6,0,0,18,24,0,330,0,0,0,0,0,0,46,0,0,0,11,24,0,0,25,82,0,26,35,25,46,10,0,0,63426,330,155,155,100,55,0,175,34.24657534,34.24657534,0,34.24657534
393,26,163,524800,5,2.61635E+11,Block Group 5,G5030,S,304298,0,42.2660105,-83.1652157,G26016305248005,2545.508162,304296.608,G26016305248005,2013-2017, , ,Michigan,26,Wayne County,163, , ,524800,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5248, Wayne County, Michigan", , ,225,0,32,0,41,83,0,29,9,0,15,16,0,367,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,52,62,23,130,54,19,15,0,0,0,450,231,231,225,6,0,219,69.33333333,32.44444444,14.22222222,14.22222222
394,26,163,524900,1,2.61635E+11,Block Group 1,G5030,S,1446685,12909,42.2959555,-83.1187657,G26016305249001,5317.541131,1459598.273,G26016305249001,2013-2017, , ,Michigan,26,Wayne County,163, , ,524900,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5249, Wayne County, Michigan", , ,156,19,0,18,0,23,0,36,7,20,0,33,0,410,8,0,0,0,0,19,0,0,58,6,34,7,2,38,23,132,34,16,25,8,0,0,0,0,21125,475,210,210,168,42,0,265,38.46153846,23.71794872,12.17948718,23.71794872
395,26,163,524900,2,2.61635E+11,Block Group 2,G5030,S,2206068,252707,42.2861382,-83.126512,G26016305249002,7368.841426,2458774.337,G26016305249002,2013-2017, , ,Michigan,26,Wayne County,163, , ,524900,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5249, Wayne County, Michigan", , ,182,0,0,20,37,30,20,43,0,7,18,7,0,424,51,0,0,14,0,0,0,2,55,0,13,42,39,2,11,120,36,0,31,4,4,0,0,0,32400,495,264,264,184,80,0,231,58.79120879,31.31868132,0,10.98901099
396,26,163,525000,1,2.61635E+11,Block Group 1,G5030,S,1473492,1047762,42.2991494,-83.095797,G26016305250001,8507.206279,1494966.587,G26016305250001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525000,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5250, Wayne County, Michigan", , ,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
397,26,163,525000,2,2.61635E+11,Block Group 2,G5030,S,1396723,0,42.3087647,-83.0924682,G26016305250002,5132.527956,1396723.349,G26016305250002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525000,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5250, Wayne County, Michigan", , ,130,27,6,13,31,13,0,20,6,0,7,0,7,320,0,0,0,0,0,8,0,0,0,8,10,30,9,12,24,146,20,16,20,17,0,0,0,0,15625,352,182,182,147,35,0,170,69.23076923,59.23076923,25.38461538,35.38461538
398,26,163,525000,3,2.61635E+11,Block Group 3,G5030,S,1088773,0,42.3016824,-83.1056176,G26016305250003,4144.740933,1088773.622,G26016305250003,2013-2017, , ,Michigan,26,Wayne County,163, , ,525000,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5250, Wayne County, Michigan", , ,105,11,18,14,10,0,0,32,0,9,11,0,0,264,0,0,0,0,0,0,0,0,9,0,0,18,9,7,29,108,14,14,51,4,0,1,0,0,0,325,148,148,114,34,0,177,50.47619048,50.47619048,27.61904762,40.95238095
399,26,163,525400,1,2.61635E+11,Block Group 1,G5030,S,323006,0,42.3362624,-83.1203501,G26016305254001,2526.285555,323007.2515,G26016305254001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5254, Wayne County, Michigan", , ,281,15,14,51,12,19,0,72,15,38,36,9,0,553,25,0,0,0,0,0,0,0,32,15,9,15,37,44,4,173,48,11,117,21,0,1,0,1,26528,630,326,326,295,31,0,304,39.50177936,32.74021352,10.3202847,28.46975089
400,26,163,525400,2,2.61635E+11,Block Group 2,G5030,S,340242,0,42.3384105,-83.1149873,G26016305254002,2978.494485,340243.1863,G26016305254002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5254, Wayne County, Michigan", , ,208,0,40,43,55,0,4,44,12,0,10,0,0,342,14,0,0,0,0,0,0,4,0,0,0,12,32,6,0,134,9,14,77,20,8,8,4,0,27344,381,273,273,208,65,0,108,68.26923077,66.34615385,19.23076923,39.90384615
401,26,163,525400,3,2.61635E+11,Block Group 3,G5030,S,540611,0,42.3414158,-83.109639,G26016305254003,3021.2805,540612.2594,G26016305254003,2013-2017, , ,Michigan,26,Wayne County,163, , ,525400,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5254, Wayne County, Michigan", , ,176,0,28,11,62,19,18,18,17,0,0,3,0,615,11,0,0,0,0,14,0,0,13,6,31,27,36,64,0,133,36,41,154,26,17,0,6,0,15000,743,276,276,188,88,0,467,78.40909091,57.38636364,15.90909091,22.15909091
402,26,163,525500,1,2.61635E+11,Block Group 1,G5030,S,514680,0,42.3347626,-83.1058294,G26016305255001,2804.894499,514679.0365,G26016305255001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525500,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5255, Wayne County, Michigan", , ,130,11,24,3,66,0,0,11,0,0,0,0,15,436,12,0,0,0,0,4,0,0,27,0,33,44,24,5,5,128,68,10,52,7,12,5,0,0,33250,553,213,213,145,68,0,340,80,80,26.92307692,29.23076923
403,26,163,525500,2,2.61635E+11,Block Group 2,G5030,S,361005,0,42.3329465,-83.1143821,G26016305255002,2693.396204,361005.9684,G26016305255002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525500,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5255, Wayne County, Michigan", , ,74,0,0,17,11,8,0,0,0,13,5,20,0,248,32,0,0,0,0,0,0,0,3,4,0,11,15,13,9,91,47,0,0,23,0,0,0,0,31298,289,111,111,89,22,0,178,48.64864865,37.83783784,0,22.97297297
404,26,163,525600,1,2.61635E+11,Block Group 1,G5030,S,287498,0,42.3292865,-83.1151327,G26016305256001,2271.294182,287498.1972,G26016305256001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525600,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5256, Wayne County, Michigan", , ,134,0,0,26,40,7,19,17,0,12,13,0,0,251,8,0,0,0,0,0,0,0,18,0,9,13,19,12,10,66,32,11,12,32,9,0,0,0,20542,373,208,208,169,39,0,165,68.65671642,49.25373134,0,19.40298507
405,26,163,525600,2,2.61635E+11,Block Group 2,G5030,S,491361,0,42.3276663,-83.1095022,G26016305256002,3349.454174,491361.2977,G26016305256002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525600,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5256, Wayne County, Michigan", , ,292,0,11,69,17,90,30,40,0,6,22,0,7,554,25,6,0,0,11,10,0,11,83,39,6,12,68,55,5,123,10,18,49,23,0,0,0,0,36176,702,364,364,326,38,0,338,74.31506849,33.21917808,3.767123288,27.39726027
406,26,163,525700,1,2.61635E+11,Block Group 1,G5030,S,508597,0,42.3245538,-83.127637,G26016305257001,4183.481062,508596.5461,G26016305257001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525700,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5257, Wayne County, Michigan", , ,384,0,0,67,23,11,13,144,85,0,41,0,0,595,58,0,0,0,36,0,32,0,96,78,16,34,0,35,0,106,24,0,38,31,11,0,0,0,32396,774,513,513,439,74,0,261,29.6875,23.4375,0,17.44791667
407,26,163,525700,2,2.61635E+11,Block Group 2,G5030,S,175526,0,42.3294135,-83.1337867,G26016305257002,1724.214504,175527.4608,G26016305257002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525700,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5257, Wayne County, Michigan", , ,334,34,0,35,110,46,28,29,16,10,16,10,0,575,0,0,0,0,0,0,0,10,101,0,0,16,59,89,0,174,68,0,12,22,24,0,0,0,27167,627,395,395,334,61,0,232,75.74850299,53.59281437,10.17964072,20.65868263
408,26,163,525700,3,2.61635E+11,Block Group 3,G5030,S,419124,0,42.3289932,-83.1253778,G26016305257003,2797.671948,419123.0033,G26016305257003,2013-2017, , ,Michigan,26,Wayne County,163, , ,525700,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5257, Wayne County, Michigan", , ,995,0,54,142,243,166,120,102,62,51,29,26,0,1346,24,0,0,9,26,53,0,9,255,28,50,156,28,80,28,438,50,13,28,48,23,0,0,0,41935,1763,1266,1266,1009,257,0,497,72.86432161,44.12060302,5.427135678,19.69849246
409,26,163,525700,4,2.61635E+11,Block Group 4,G5030,S,260534,0,42.3258723,-83.1199305,G26016305257004,2042.038539,260534.3273,G26016305257004,2013-2017, , ,Michigan,26,Wayne County,163, , ,525700,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5257, Wayne County, Michigan", , ,350,0,11,0,65,27,120,85,0,0,42,0,0,482,33,0,0,0,0,0,0,0,50,0,54,79,11,0,0,45,53,27,53,0,51,26,0,0,40417,623,393,393,366,27,0,230,63.71428571,21.71428571,3.142857143,3.142857143
410,26,163,525800,1,2.61635E+11,Block Group 1,G5030,S,238484,0,42.3325152,-83.1324678,G26016305258001,2237.003859,238486.1388,G26016305258001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525800,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5258, Wayne County, Michigan", , ,376,5,31,47,51,49,51,65,0,44,27,6,0,431,0,0,0,17,0,0,0,0,44,0,48,13,9,13,46,104,16,15,31,16,26,29,4,0,39423,554,428,428,379,49,0,126,62.23404255,35.63829787,9.574468085,22.07446809
411,26,163,525800,2,2.61635E+11,Block Group 2,G5030,S,326487,0,42.3337338,-83.1254789,G26016305258002,2382.340292,326486.8445,G26016305258002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525800,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5258, Wayne County, Michigan", , ,358,0,16,66,49,84,0,14,35,59,24,0,11,722,87,0,0,0,0,0,0,36,37,0,31,40,43,77,19,140,25,46,87,0,39,0,0,15,29107,981,486,486,425,61,0,495,60.05586592,36.59217877,4.469273743,22.90502793
412,26,163,526000,1,2.61635E+11,Block Group 1,G5030,S,1000951,0,42.3254465,-83.1462812,G26016305260001,4610.33262,1000950.94,G26016305260001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526000,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5260, Wayne County, Michigan", , ,408,0,32,136,54,78,0,53,0,40,0,15,0,810,47,0,0,0,0,0,24,0,93,6,89,55,40,34,25,176,44,7,73,64,15,18,0,0,25625,908,475,475,427,48,0,433,73.52941176,54.41176471,7.843137255,41.17647059
413,26,163,526000,2,2.61635E+11,Block Group 2,G5030,S,678939,0,42.3266565,-83.1380925,G26016305260002,3646.538285,678937.6692,G26016305260002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526000,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5260, Wayne County, Michigan", , ,483,13,93,91,89,54,5,64,34,0,40,0,0,795,43,0,0,0,0,0,7,0,94,35,17,31,85,36,35,208,23,18,104,6,27,26,0,0,19864,1165,590,590,492,98,0,575,71.42857143,59.21325052,21.94616977,40.78674948
414,26,163,526100,1,2.61635E+11,Block Group 1,G5030,S,329901,0,42.3342964,-83.154114,G26016305261001,3013.013231,329901.7897,G26016305261001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526100,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5261, Wayne County, Michigan", , ,237,0,15,92,14,38,0,25,17,14,22,0,0,459,48,0,0,0,5,5,0,31,23,12,17,0,0,50,5,92,15,13,97,23,6,17,0,0,32500,589,296,296,242,54,0,293,67.08860759,51.05485232,6.329113924,45.14767932
415,26,163,526100,2,2.61635E+11,Block Group 2,G5030,S,357595,0,42.3327718,-83.1502251,G26016305261002,3280.462867,357596.0517,G26016305261002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526100,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5261, Wayne County, Michigan", , ,364,0,24,42,58,47,29,51,4,67,30,0,12,890,116,0,0,0,0,10,0,62,72,14,11,8,25,35,33,248,68,29,119,22,7,11,0,0,26903,1146,449,449,364,85,0,697,54.94505495,34.06593407,6.593406593,18.13186813
416,26,163,526200,1,2.61635E+11,Block Group 1,G5030,S,289146,0,42.3381839,-83.1474852,G26016305262001,3069.894019,289146.8656,G26016305262001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526200,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5262, Wayne County, Michigan", , ,257,0,43,40,29,65,17,26,0,11,0,26,0,647,37,0,0,0,0,32,0,18,43,0,78,59,36,43,56,130,23,7,62,8,14,1,0,0,32500,834,321,321,263,58,0,513,75.48638132,43.57976654,16.73151751,32.29571984
417,26,163,526200,2,2.61635E+11,Block Group 2,G5030,S,250350,0,42.3391004,-83.1448338,G26016305262002,2847.996691,250349.0193,G26016305262002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526200,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5262, Wayne County, Michigan", , ,264,0,14,49,18,37,12,35,0,0,53,12,34,411,45,0,0,0,0,0,0,0,27,18,0,60,57,39,0,97,8,0,43,5,12,0,0,0,30217,553,314,314,264,50,0,239,49.24242424,30.68181818,5.303030303,23.86363636
418,26,163,526200,3,2.61635E+11,Block Group 3,G5030,S,174986,0,42.3331264,-83.1423951,G26016305262003,1737.70308,174985.6082,G26016305262003,2013-2017, , ,Michigan,26,Wayne County,163, , ,526200,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5262, Wayne County, Michigan", , ,347,0,19,47,68,77,35,31,0,0,11,34,25,523,37,0,0,0,0,0,0,33,55,0,13,45,12,67,11,120,6,0,72,31,21,0,0,0,32125,752,415,415,347,68,0,337,70.89337176,38.6167147,5.475504323,19.02017291
419,26,163,526300,1,2.61635E+11,Block Group 1,G5030,S,318542,0,42.3353648,-83.135524,G26016305263001,2312.148217,318540.7096,G26016305263001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526300,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5263, Wayne County, Michigan", , ,351,0,39,45,58,37,0,20,0,55,26,39,32,582,0,0,0,0,0,10,0,33,81,24,0,83,48,15,50,157,10,11,40,0,20,0,0,0,32656,653,372,372,351,21,0,281,50.997151,40.45584046,11.11111111,23.93162393
420,26,163,526300,2,2.61635E+11,Block Group 2,G5030,S,323886,0,42.340769,-83.1374901,G26016305263002,2391.905498,323886.2265,G26016305263002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526300,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5263, Wayne County, Michigan", , ,173,0,0,9,52,17,70,11,14,0,0,0,0,416,0,0,0,0,53,0,0,20,78,0,0,11,33,2,14,62,68,14,35,9,17,0,0,0,39405,520,271,271,229,42,0,249,85.54913295,35.26011561,0,5.202312139
421,26,163,526300,3,2.61635E+11,Block Group 3,G5030,S,368955,0,42.3408036,-83.1418926,G26016305263003,3366.501293,368956.7257,G26016305263003,2013-2017, , ,Michigan,26,Wayne County,163, , ,526300,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5263, Wayne County, Michigan", , ,450,0,29,55,8,0,6,156,53,35,72,36,0,943,31,0,0,0,0,0,39,0,56,0,112,102,15,37,16,178,49,95,132,47,34,0,0,0,27721,1084,523,523,450,73,0,561,21.77777778,20.44444444,6.444444444,18.66666667
422,26,163,526400,1,2.61635E+11,Block Group 1,G5030,S,227896,0,42.337993,-83.1288887,G26016305264001,1914.700455,227893.8551,G26016305264001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5264, Wayne County, Michigan", , ,234,26,0,10,0,69,79,21,16,0,13,0,0,463,74,0,0,0,12,55,20,0,57,0,47,20,5,8,15,88,52,0,10,0,0,0,0,0,28808,553,258,258,250,8,0,295,78.63247863,15.38461538,11.11111111,15.38461538
423,26,163,526400,2,2.61635E+11,Block Group 2,G5030,S,339150,0,42.3422444,-83.1323902,G26016305264002,2425.612599,339149.3067,G26016305264002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5264, Wayne County, Michigan", , ,201,0,16,10,0,46,72,41,0,0,16,0,0,360,9,0,0,0,0,0,0,5,30,0,30,94,12,29,2,49,23,6,59,0,12,0,0,0,31250,468,278,278,229,49,0,190,71.64179104,12.93532338,7.960199005,12.93532338
424,26,163,526500,1,2.61635E+11,Block Group 1,G5030,S,204156,0,42.3498369,-83.1374217,G26016305265001,1861.405107,204154.7231,G26016305265001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526500,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5265, Wayne County, Michigan", , ,98,0,0,0,22,17,20,29,0,0,10,0,0,265,0,0,0,0,0,0,20,0,0,0,0,0,0,59,60,35,31,14,28,4,0,14,0,0,0,341,117,117,98,19,0,224,60.20408163,22.44897959,0,0
425,26,163,526500,2,2.61635E+11,Block Group 2,G5030,S,536447,0,42.3482922,-83.1438247,G26016305265002,2981.778755,536447.8401,G26016305265002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526500,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5265, Wayne County, Michigan", , ,241,0,0,4,70,17,0,98,0,0,52,0,0,759,16,0,0,0,0,0,40,0,51,13,0,20,33,86,0,272,32,46,112,9,19,10,0,0,26198,822,341,341,243,98,0,481,37.7593361,30.70539419,0,1.659751037
426,26,163,526500,3,2.61635E+11,Block Group 3,G5030,S,231009,0,42.3464431,-83.1352173,G26016305265003,2090.916937,231007.6849,G26016305265003,2013-2017, , ,Michigan,26,Wayne County,163, , ,526500,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5265, Wayne County, Michigan", , ,73,0,0,0,12,8,30,13,10,0,0,0,0,207,21,0,0,0,0,0,0,8,0,0,0,8,0,27,13,26,19,9,66,0,0,10,0,0,21932,332,152,152,73,79,0,180,68.49315068,16.43835616,0,0
427,26,163,527200,1,2.61635E+11,Block Group 1,G5030,S,367069,0,42.3523537,-83.114551,G26016305272001,2529.626006,367070.5451,G26016305272001,2013-2017, , ,Michigan,26,Wayne County,163, , ,527200,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5272, Wayne County, Michigan", , ,57,1,3,11,18,18,4,0,0,0,0,0,2,328,37,0,0,0,0,0,0,0,0,0,22,0,0,0,0,63,28,42,95,15,22,0,0,4,25292,364,130,130,75,55,0,234,96.49122807,57.89473684,7.01754386,26.31578947
428,26,163,527200,2,2.61635E+11,Block Group 2,G5030,S,270096,0,42.3505628,-83.1241365,G26016305272002,2469.802366,270095.594,G26016305272002,2013-2017, , ,Michigan,26,Wayne County,163, , ,527200,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5272, Wayne County, Michigan", , ,56,0,0,0,30,0,5,0,21,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,22,26,6,0,2,12,0,2,0,124,82,82,56,26,0,42,62.5,53.57142857,0,0
429,26,163,527300,1,2.61635E+11,Block Group 1,G5030,S,441610,0,42.3474839,-83.1153131,G26016305273001,2750.337357,441609.7418,G26016305273001,2013-2017, , ,Michigan,26,Wayne County,163, , ,527300,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5273, Wayne County, Michigan", , ,117,0,0,0,73,35,9,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,38,36,11,46,22,13,121,7,29,0,0,0,0,423,204,204,117,87,0,219,100,62.39316239,0,0
430,26,163,527300,2,2.61635E+11,Block Group 2,G5030,S,574687,0,42.3443611,-83.1208392,G26016305273002,3654.018902,574688.4423,G26016305273002,2013-2017, , ,Michigan,26,Wayne County,163, , ,527300,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5273, Wayne County, Michigan", , ,109,0,1,0,43,15,0,25,0,6,8,11,0,274,0,0,0,0,0,0,0,0,0,0,6,0,16,18,0,50,75,29,35,31,14,0,0,0,19844,298,130,130,109,21,0,168,54.12844037,40.36697248,0.917431193,0.917431193
