GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007
G26012501686001,2013-2017,,,Michigan,26,Oakland County,125,,,168600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1686, Oakland County, Michigan",,,203,0,30,13,67,9,0,0,43,26,0,15,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,80,103,97,0,0,104000,359,266,266,266,0,0,93
G26012501686002,2013-2017,,,Michigan,26,Oakland County,125,,,168600,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1686, Oakland County, Michigan",,,973,49,0,200,127,141,81,77,67,85,146,0,0,1413,33,0,0,0,0,0,0,0,0,0,0,0,0,0,28,117,0,55,118,100,455,406,52,49,137891,1664,1007,1007,1007,0,0,657
G26012501686003,2013-2017,,,Michigan,26,Oakland County,125,,,168600,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1686, Oakland County, Michigan",,,738,17,24,99,104,120,29,187,14,19,125,0,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,179,20,79,262,71,280,177,15,26,65605,1191,799,799,777,22,0,392
G26012501686004,2013-2017,,,Michigan,26,Oakland County,125,,,168600,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1686, Oakland County, Michigan",,,883,0,11,256,128,192,55,112,66,21,24,18,0,1720,0,0,0,0,17,0,0,0,0,0,0,18,33,16,48,359,111,103,329,127,254,260,45,0,44307,1931,1031,1031,983,48,0,900
G26012501687001,2013-2017,,,Michigan,26,Oakland County,125,,,168700,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1687, Oakland County, Michigan",,,701,0,46,124,94,85,59,164,9,31,67,22,0,935,10,0,0,0,0,0,0,0,0,0,0,11,6,27,6,71,0,23,155,100,281,197,8,40,59228,1066,744,744,720,24,0,322
G26012501687002,2013-2017,,,Michigan,26,Oakland County,125,,,168700,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1687, Oakland County, Michigan",,,600,52,0,53,56,123,47,93,42,42,58,24,10,1318,0,0,0,0,30,0,0,0,0,0,10,0,0,9,8,153,0,57,165,76,388,330,67,25,110573,1398,712,712,671,41,0,686
G26012501687003,2013-2017,,,Michigan,26,Oakland County,125,,,168700,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1687, Oakland County, Michigan",,,500,0,29,50,67,62,31,109,9,107,36,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,51,20,0,89,58,241,218,31,25,132708,909,566,566,546,20,0,343
G26012501688001,2013-2017,,,Michigan,26,Oakland County,125,,,168800,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1688, Oakland County, Michigan",,,685,14,81,26,127,109,21,94,17,54,121,21,0,987,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,92,4,23,93,117,313,244,30,43,123667,1120,745,745,711,34,0,375
G26012501688002,2013-2017,,,Michigan,26,Oakland County,125,,,168800,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1688, Oakland County, Michigan",,,435,12,69,11,50,70,22,93,19,53,25,5,6,661,3,0,0,0,0,0,0,5,5,0,0,6,6,0,10,72,1,37,83,62,192,149,8,22,127679,738,486,486,452,34,0,252
G26012501689001,2013-2017,,,Michigan,26,Oakland County,125,,,168900,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1689, Oakland County, Michigan",,,1119,44,161,249,92,210,99,93,61,29,81,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,12,17,410,91,260,363,20,0,51000,1577,1235,1235,1159,76,0,342
G26012501689002,2013-2017,,,Michigan,26,Oakland County,125,,,168900,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1689, Oakland County, Michigan",,,517,0,65,129,98,24,41,53,11,19,42,35,0,544,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,100,0,13,88,12,244,61,0,0,46932,769,525,525,517,8,0,244
G26012501689003,2013-2017,,,Michigan,26,Oakland County,125,,,168900,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1689, Oakland County, Michigan",,,423,0,11,81,20,8,13,13,35,28,138,76,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,41,34,242,195,0,0,86500,536,423,423,423,0,0,113
G26012501689004,2013-2017,,,Michigan,26,Oakland County,125,,,168900,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1689, Oakland County, Michigan",,,1060,0,42,147,97,196,73,174,0,136,123,72,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,82,10,71,215,39,718,380,25,40,61536,1645,1116,1116,1093,23,0,529
G26012501700001,2013-2017,,,Michigan,26,Oakland County,125,,,170000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1700, Oakland County, Michigan",,,341,7,49,26,106,26,30,56,17,0,24,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,26,55,23,168,79,29,0,96406,497,357,344,344,0,13,140
G26012501700002,2013-2017,,,Michigan,26,Oakland County,125,,,170000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1700, Oakland County, Michigan",,,604,0,140,50,21,56,52,131,8,46,12,83,5,793,13,0,0,0,0,0,0,0,0,0,0,0,0,16,22,44,0,50,117,51,227,178,60,15,101823,857,636,636,636,0,0,221
G26012501700003,2013-2017,,,Michigan,26,Oakland County,125,,,170000,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1700, Oakland County, Michigan",,,546,8,97,92,77,24,35,129,42,24,9,5,4,636,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,79,0,18,92,24,247,74,83,7,96563,685,576,576,576,0,0,109
G26012501701001,2013-2017,,,Michigan,26,Oakland County,125,,,170100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1701, Oakland County, Michigan",,,745,26,76,85,155,66,41,183,24,28,47,14,0,1000,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,164,26,97,237,93,231,110,9,9,78854,1097,824,824,783,41,0,273
G26012501701002,2013-2017,,,Michigan,26,Oakland County,125,,,170100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1701, Oakland County, Michigan",,,788,29,99,128,78,131,46,178,0,6,35,40,18,1048,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,273,38,123,172,103,213,74,6,0,62417,1212,889,889,850,39,0,323
G26012501702001,2013-2017,,,Michigan,26,Oakland County,125,,,170200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1702, Oakland County, Michigan",,,518,8,95,40,78,60,33,111,15,6,21,19,32,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,59,13,34,98,60,178,81,66,0,82222,704,586,586,564,22,0,118
G26012501702002,2013-2017,,,Michigan,26,Oakland County,125,,,170200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1702, Oakland County, Michigan",,,604,32,41,25,82,145,131,42,16,34,34,22,0,815,0,0,0,0,0,0,0,0,0,0,0,9,0,9,11,88,8,110,170,50,212,105,34,9,71771,895,677,677,642,35,0,218
G26012501702003,2013-2017,,,Michigan,26,Oakland County,125,,,170200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1702, Oakland County, Michigan",,,821,30,40,81,210,130,59,92,59,60,27,33,0,960,0,0,0,0,0,0,0,0,0,15,0,0,0,8,23,101,13,88,149,81,347,84,5,46,89659,1056,832,832,821,11,0,224
G26012501703001,2013-2017,,,Michigan,26,Oakland County,125,,,170300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1703, Oakland County, Michigan",,,813,39,75,79,192,144,69,140,8,0,58,9,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,189,12,61,237,118,353,62,19,0,76140,1202,971,971,914,57,0,231
G26012501703002,2013-2017,,,Michigan,26,Oakland County,125,,,170300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1703, Oakland County, Michigan",,,609,0,51,60,128,96,78,108,28,18,20,9,13,823,12,0,0,0,0,0,0,0,0,0,10,0,8,48,25,176,0,33,69,51,205,132,45,9,76125,889,649,649,630,19,0,240
G26012501704001,2013-2017,,,Michigan,26,Oakland County,125,,,170400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1704, Oakland County, Michigan",,,539,0,28,65,16,159,86,68,77,16,24,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,154,8,44,135,72,214,138,38,0,41321,906,556,556,547,9,0,350
G26012501704002,2013-2017,,,Michigan,26,Oakland County,125,,,170400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1704, Oakland County, Michigan",,,507,0,43,50,105,74,19,116,47,21,15,17,0,659,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,83,9,83,111,35,165,139,17,0,70875,743,555,555,535,20,0,188
G26012501704003,2013-2017,,,Michigan,26,Oakland County,125,,,170400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1704, Oakland County, Michigan",,,394,11,21,52,60,56,56,80,16,9,15,10,8,558,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,47,0,16,74,93,230,53,18,10,68750,573,438,438,420,18,0,135
G26012501704004,2013-2017,,,Michigan,26,Oakland County,125,,,170400,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1704, Oakland County, Michigan",,,620,27,10,64,82,169,60,88,14,48,50,8,0,850,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,83,10,57,105,53,279,203,40,10,90156,948,679,679,669,10,0,269
G26012501710001,2013-2017,,,Michigan,26,Oakland County,125,,,171000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1710, Oakland County, Michigan",,,386,0,16,18,28,160,0,77,0,55,32,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,70,102,0,181,32,32,0,76484,567,471,471,386,85,0,96
G26012501710002,2013-2017,,,Michigan,26,Oakland County,125,,,171000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1710, Oakland County, Michigan",,,457,0,48,0,114,39,45,68,20,0,52,71,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,28,30,109,79,78,18,0,0,49861,622,457,457,457,0,0,165
G26012501710003,2013-2017,,,Michigan,26,Oakland County,125,,,171000,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1710, Oakland County, Michigan",,,231,0,76,0,67,0,0,0,0,0,23,0,65,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,33,58,0,167,50,0,0,52564,434,291,291,276,15,0,143
G26012501710004,2013-2017,,,Michigan,26,Oakland County,125,,,171000,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1710, Oakland County, Michigan",,,417,15,89,86,125,44,0,19,0,0,23,16,0,1089,18,0,0,0,0,0,0,0,0,0,0,18,23,17,16,273,36,35,253,53,329,18,0,0,,1137,526,526,474,52,0,611
G26012501710005,2013-2017,,,Michigan,26,Oakland County,125,,,171000,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1710, Oakland County, Michigan",,,540,13,61,45,132,134,0,85,0,0,70,0,0,825,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,263,0,58,109,28,129,157,17,21,63304,973,620,620,590,30,0,353
G26012501711001,2013-2017,,,Michigan,26,Oakland County,125,,,171100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1711, Oakland County, Michigan",,,414,0,0,31,37,107,56,118,18,11,13,7,16,608,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,81,12,58,137,58,169,67,22,0,85703,620,474,474,443,31,0,146
G26012501711002,2013-2017,,,Michigan,26,Oakland County,125,,,171100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1711, Oakland County, Michigan",,,1036,0,107,124,255,210,73,157,36,6,62,6,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,298,57,100,128,88,371,172,53,28,62969,1612,1165,1165,1133,32,0,447
G26012501711003,2013-2017,,,Michigan,26,Oakland County,125,,,171100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1711, Oakland County, Michigan",,,412,0,15,71,50,59,39,19,23,56,36,44,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,22,55,155,27,110,61,21,5,50652,559,458,458,441,17,0,101
G26012501712001,2013-2017,,,Michigan,26,Oakland County,125,,,171200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1712, Oakland County, Michigan",,,520,0,45,47,62,107,71,118,55,0,15,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,94,46,60,139,12,142,61,22,0,56667,795,629,629,597,32,0,166
G26012501712002,2013-2017,,,Michigan,26,Oakland County,125,,,171200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1712, Oakland County, Michigan",,,298,0,21,29,39,96,30,13,15,18,9,17,11,398,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,40,12,14,129,43,96,29,10,0,70938,439,324,324,311,13,0,115
G26012501712003,2013-2017,,,Michigan,26,Oakland County,125,,,171200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1712, Oakland County, Michigan",,,364,22,57,70,52,61,17,45,5,0,13,11,11,449,0,0,0,6,0,0,0,0,0,0,22,0,10,0,2,59,17,42,67,65,92,67,0,0,37404,568,411,411,380,31,0,157
G26012501713001,2013-2017,,,Michigan,26,Oakland County,125,,,171300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1713, Oakland County, Michigan",,,709,0,8,48,220,109,85,145,0,0,0,94,0,1040,2,0,0,0,0,0,0,0,0,0,0,26,0,35,0,208,13,154,258,129,131,55,5,24,40329,1350,860,860,709,151,0,490
G26012501713002,2013-2017,,,Michigan,26,Oakland County,125,,,171300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1713, Oakland County, Michigan",,,700,0,40,74,78,98,95,211,28,0,24,52,0,1011,11,0,0,0,0,13,0,10,0,0,0,10,0,25,66,297,25,93,159,107,119,76,0,0,57696,1358,791,791,756,35,0,567
G26012501714001,2013-2017,,,Michigan,26,Oakland County,125,,,171400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1714, Oakland County, Michigan",,,773,0,13,93,46,311,60,77,104,13,56,0,0,1015,102,0,0,0,0,0,0,0,17,16,0,0,0,0,53,112,69,15,343,90,105,65,0,28,60185,1227,843,843,773,70,0,384
G26012501714002,2013-2017,,,Michigan,26,Oakland County,125,,,171400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1714, Oakland County, Michigan",,,726,48,107,47,121,162,0,177,18,17,15,14,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,18,13,34,324,0,109,260,56,99,87,0,51,59706,1141,788,788,742,46,0,353
G26012501714003,2013-2017,,,Michigan,26,Oakland County,125,,,171400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1714, Oakland County, Michigan",,,654,0,44,60,103,34,209,104,81,19,0,0,0,1110,0,0,0,0,0,0,0,0,0,0,18,42,0,59,0,191,117,91,293,121,85,78,15,0,79250,1215,799,799,669,130,0,416
G26012501714004,2013-2017,,,Michigan,26,Oakland County,125,,,171400,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1714, Oakland County, Michigan",,,594,0,16,31,120,146,118,88,0,16,18,41,0,746,15,0,0,0,0,0,0,0,0,0,0,0,60,16,21,132,0,0,71,125,176,114,16,0,60256,984,672,672,651,21,0,312
G26012501714005,2013-2017,,,Michigan,26,Oakland County,125,,,171400,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1714, Oakland County, Michigan",,,423,39,29,135,41,73,28,36,0,42,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,85,0,65,114,75,202,57,16,0,55089,929,525,525,467,58,0,404
G26012501715001,2013-2017,,,Michigan,26,Oakland County,125,,,171500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1715, Oakland County, Michigan",,,925,0,56,102,218,89,128,161,21,50,56,20,24,1530,4,0,0,0,0,0,9,52,12,0,10,0,38,11,45,412,11,138,307,146,231,57,47,0,49718,1754,1015,1015,958,57,0,739
G26012501715002,2013-2017,,,Michigan,26,Oakland County,125,,,171500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1715, Oakland County, Michigan",,,552,0,16,52,96,112,21,190,0,12,0,53,0,981,16,0,0,0,0,0,0,0,0,0,6,0,0,27,0,250,41,73,242,39,178,109,0,0,52148,1279,626,626,584,42,0,653
G26012501715003,2013-2017,,,Michigan,26,Oakland County,125,,,171500,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1715, Oakland County, Michigan",,,876,12,94,93,221,81,170,80,0,83,42,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,39,35,6,364,68,107,236,156,91,21,9,0,59391,1529,1025,1025,885,140,0,504
G26012501716001,2013-2017,,,Michigan,26,Oakland County,125,,,171600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1716, Oakland County, Michigan",,,355,0,26,17,86,15,61,102,0,20,23,5,0,639,29,0,0,0,0,0,15,0,11,15,17,6,20,16,11,174,5,65,81,50,91,33,0,0,33352,773,433,433,373,60,0,340
G26012501716002,2013-2017,,,Michigan,26,Oakland County,125,,,171600,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1716, Oakland County, Michigan",,,427,0,19,47,70,75,48,76,0,11,32,44,5,564,6,0,0,0,0,0,5,0,0,6,0,0,0,0,12,145,25,33,139,53,111,22,7,0,31350,736,440,440,436,4,0,296
G26012501724001,2013-2017,,,Michigan,26,Oakland County,125,,,172400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1724, Oakland County, Michigan",,,227,0,32,20,41,62,17,14,27,14,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,40,38,7,112,25,51,14,0,0,21518,402,267,267,235,32,0,135
G26012501724002,2013-2017,,,Michigan,26,Oakland County,125,,,172400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1724, Oakland County, Michigan",,,613,0,27,78,105,190,62,107,0,26,18,0,0,906,0,0,0,0,0,0,0,0,0,0,19,26,13,0,0,147,0,54,234,143,178,77,7,8,27264,985,647,647,613,34,0,338
G26012501725001,2013-2017,,,Michigan,26,Oakland County,125,,,172500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1725, Oakland County, Michigan",,,384,0,26,41,74,121,28,39,4,15,27,0,9,1043,41,0,0,0,0,0,0,0,38,0,30,11,21,65,48,298,51,105,209,27,83,9,0,7,21667,1218,483,483,425,58,0,735
G26012501725002,2013-2017,,,Michigan,26,Oakland County,125,,,172500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1725, Oakland County, Michigan",,,357,0,24,42,57,61,20,85,0,19,23,19,7,651,0,0,0,0,0,0,0,0,7,6,0,4,8,22,43,201,29,71,146,22,74,12,6,0,36875,831,459,459,362,97,0,372
G26012501730001,2013-2017,,,Michigan,26,Oakland County,125,,,173000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1730, Oakland County, Michigan",,,617,30,30,69,48,216,33,150,0,31,10,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,79,31,96,76,271,127,0,0,73664,871,658,658,630,28,0,213
G26012501730002,2013-2017,,,Michigan,26,Oakland County,125,,,173000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1730, Oakland County, Michigan",,,579,0,65,22,187,182,40,55,13,0,15,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,18,265,62,143,9,26,0,63824,734,657,657,599,58,0,77
G26012501730003,2013-2017,,,Michigan,26,Oakland County,125,,,173000,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1730, Oakland County, Michigan",,,765,0,51,108,96,155,86,187,19,52,11,0,0,905,0,0,0,0,0,0,0,0,0,24,10,7,12,30,0,158,22,56,226,28,212,68,52,0,61939,1066,872,872,844,28,0,194
G26012501730004,2013-2017,,,Michigan,26,Oakland County,125,,,173000,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1730, Oakland County, Michigan",,,332,0,0,16,70,64,59,43,31,0,36,13,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,110,0,117,91,63,125,57,0,0,31375,641,391,391,332,59,0,250
G26012501730005,2013-2017,,,Michigan,26,Oakland County,125,,,173000,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1730, Oakland County, Michigan",,,395,0,31,69,64,57,46,31,34,0,34,29,0,556,0,0,0,0,0,0,0,0,0,0,56,0,56,19,0,77,0,12,15,0,253,41,27,0,51053,556,408,408,408,0,0,148
G26012501731001,2013-2017,,,Michigan,26,Oakland County,125,,,173100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1731, Oakland County, Michigan",,,496,10,11,18,132,93,45,73,20,5,63,20,6,609,0,0,0,0,0,0,0,0,2,12,0,0,0,3,1,77,10,33,51,46,281,81,12,0,69167,688,574,574,547,27,0,114
G26012501731002,2013-2017,,,Michigan,26,Oakland County,125,,,173100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1731, Oakland County, Michigan",,,725,42,51,68,52,146,78,176,17,44,31,6,14,811,0,0,0,0,0,0,0,0,0,0,0,13,3,9,6,79,47,56,139,108,274,30,27,20,57396,926,758,758,725,33,0,168
G26012501732001,2013-2017,,,Michigan,26,Oakland County,125,,,173200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1732, Oakland County, Michigan",,,596,6,46,84,69,97,87,114,34,11,37,11,0,793,0,0,0,0,0,0,0,0,0,0,8,0,0,24,9,36,0,62,139,27,266,185,9,28,79531,912,677,677,669,8,0,235
G26012501732002,2013-2017,,,Michigan,26,Oakland County,125,,,173200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1732, Oakland County, Michigan",,,438,0,32,63,19,107,58,68,45,18,8,20,0,635,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,0,94,60,0,264,100,65,20,122656,675,513,513,489,24,0,162
G26012501732003,2013-2017,,,Michigan,26,Oakland County,125,,,173200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1732, Oakland County, Michigan",,,666,40,65,45,191,115,39,64,18,10,45,34,0,722,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,66,35,121,62,58,182,128,38,0,82344,848,740,740,713,27,0,108
G26012501733001,2013-2017,,,Michigan,26,Oakland County,125,,,173300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1733, Oakland County, Michigan",,,447,7,28,54,50,111,73,95,0,6,13,10,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,11,40,210,27,195,48,18,17,77917,734,511,511,475,36,0,223
G26012501733002,2013-2017,,,Michigan,26,Oakland County,125,,,173300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1733, Oakland County, Michigan",,,503,0,39,116,68,77,73,51,22,21,31,5,0,569,11,0,0,0,0,6,0,0,0,0,0,5,0,6,8,145,23,19,54,64,128,93,0,7,76042,687,538,538,538,0,0,149
G26012501734001,2013-2017,,,Michigan,26,Oakland County,125,,,173400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1734, Oakland County, Michigan",,,428,0,72,21,124,50,65,43,33,20,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,13,215,52,67,117,41,16,0,36746,793,497,497,486,11,0,296
G26012501734002,2013-2017,,,Michigan,26,Oakland County,125,,,173400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1734, Oakland County, Michigan",,,378,0,73,31,52,48,98,42,16,18,0,0,0,597,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,134,0,66,166,17,127,56,17,0,58203,640,430,430,414,16,0,210
G26012501734003,2013-2017,,,Michigan,26,Oakland County,125,,,173400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1734, Oakland County, Michigan",,,671,13,101,0,78,159,55,149,6,49,61,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,64,32,24,189,53,157,27,19,0,58684,900,719,719,719,0,0,181
G26012501734004,2013-2017,,,Michigan,26,Oakland County,125,,,173400,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1734, Oakland County, Michigan",,,257,0,15,0,25,96,12,58,37,0,14,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,11,13,66,51,42,118,48,18,0,50893,416,306,306,269,37,0,110
G26012501734005,2013-2017,,,Michigan,26,Oakland County,125,,,173400,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1734, Oakland County, Michigan",,,535,0,44,36,96,156,54,12,0,0,137,0,0,703,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,127,0,68,221,37,108,107,19,0,48553,753,582,582,554,28,0,171
G26012501734006,2013-2017,,,Michigan,26,Oakland County,125,,,173400,6,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 1734, Oakland County, Michigan",,,885,0,64,127,115,254,56,105,14,121,29,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,192,19,13,148,32,357,162,43,20,77604,1114,927,927,885,42,0,187
G26012501735001,2013-2017,,,Michigan,26,Oakland County,125,,,173500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1735, Oakland County, Michigan",,,533,9,51,24,62,75,83,127,16,17,32,22,15,752,0,0,0,0,0,0,0,0,0,11,0,8,0,28,8,118,27,50,123,108,209,27,24,11,38893,889,617,617,572,45,0,272
