GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTM001,AHZTM002,AHZTM003,AHZTM004,AHZTM005,AHZTM006,AHZTM007,AHZTM008,AHZTM009,AHZTM010,AHZTM011,AHZTM012,AHZTM013,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,AH1PM001,AH3PM001,AH3PM002,AH3PM003,AH3PM004,AH3PM005,AH3PM006,AH3PM007
"G26009902152002","2013-2017",,,"Michigan","26","Macomb County","099",,,"215200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2152, Macomb County, Michigan",,,273,10,47,90,96,71,88,94,59,66,83,26,26,265,10,10,10,10,10,10,10,8,10,10,10,25,10,39,10,150,41,85,134,103,191,103,54,10,24812,314,298,298,291,52,10,181
"G26009902152003","2013-2017",,,"Michigan","26","Macomb County","099",,,"215200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2152, Macomb County, Michigan",,,145,10,35,75,17,77,56,61,44,43,57,49,10,183,52,10,10,10,10,10,10,10,10,10,10,10,10,10,26,114,10,26,55,70,89,111,62,26,47204,207,162,162,153,39,10,129
"G26009902152004","2013-2017",,,"Michigan","26","Macomb County","099",,,"215200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2152, Macomb County, Michigan",,,100,10,52,103,43,46,10,57,10,79,70,26,10,125,23,10,10,10,10,10,10,10,10,10,10,10,27,10,10,76,21,51,83,34,65,95,10,10,32970,137,100,100,100,10,10,88
"G26009902153001","2013-2017",,,"Michigan","26","Macomb County","099",,,"215300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2153, Macomb County, Michigan",,,172,21,75,51,57,47,59,79,23,37,61,94,46,181,10,10,10,10,10,10,10,10,10,13,18,10,16,10,10,102,13,75,103,68,107,74,45,10,15403,217,175,175,166,40,10,119
"G26009902153002","2013-2017",,,"Michigan","26","Macomb County","099",,,"215300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2153, Macomb County, Michigan",,,214,36,44,120,54,81,51,68,39,86,67,93,10,192,10,10,10,10,10,10,10,10,10,16,10,15,10,24,10,162,46,62,97,68,85,81,14,10,23660,239,226,227,217,49,31,101
"G26009902155001","2013-2017",,,"Michigan","26","Macomb County","099",,,"215500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2155, Macomb County, Michigan",,,335,28,64,37,93,109,109,126,57,109,80,89,16,278,24,10,10,10,10,10,18,10,10,10,38,10,10,5,31,189,17,102,77,148,140,106,22,26,12846,374,336,336,336,53,10,147
"G26009902155002","2013-2017",,,"Michigan","26","Macomb County","099",,,"215500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2155, Macomb County, Michigan",,,287,44,34,24,196,96,32,82,58,54,105,142,10,307,10,10,10,10,65,10,10,10,10,10,49,69,10,10,48,125,84,88,67,106,146,130,10,10,11862,416,331,331,324,53,10,202
"G26009902155003","2013-2017",,,"Michigan","26","Macomb County","099",,,"215500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2155, Macomb County, Michigan",,,293,46,163,115,107,83,28,122,55,24,136,125,25,284,16,10,10,10,36,75,10,39,33,10,10,71,10,84,46,252,44,53,185,68,101,51,10,10,3997,335,302,302,302,17,10,184
"G26009902160001","2013-2017",,,"Michigan","26","Macomb County","099",,,"216000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2160, Macomb County, Michigan",,,110,23,31,13,24,46,45,70,29,20,58,19,10,162,27,10,10,10,10,10,10,10,10,10,90,25,56,30,23,102,34,44,53,57,80,52,27,15,9429,177,118,118,111,35,10,154
"G26009902160002","2013-2017",,,"Michigan","26","Macomb County","099",,,"216000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2160, Macomb County, Michigan",,,159,10,73,40,80,71,92,143,66,23,61,128,10,158,17,10,10,10,4,16,10,10,4,10,27,23,21,32,10,151,22,84,116,94,78,70,19,10,23074,200,161,161,158,53,10,139
"G26009902170001","2013-2017",,,"Michigan","26","Macomb County","099",,,"217000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2170, Macomb County, Michigan",,,214,16,33,92,75,70,38,65,53,72,48,31,30,214,41,10,10,10,10,13,10,10,10,10,52,10,10,26,17,130,15,73,96,73,49,29,11,10,18033,230,218,218,215,34,10,120
"G26009902170002","2013-2017",,,"Michigan","26","Macomb County","099",,,"217000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2170, Macomb County, Michigan",,,141,10,10,28,81,27,32,31,10,41,54,42,24,184,25,10,10,10,10,10,10,10,10,10,18,10,10,38,48,65,35,39,92,63,63,21,10,13,5335,206,158,158,148,63,10,99
"G26009902180001","2013-2017",,,"Michigan","26","Macomb County","099",,,"218000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2180, Macomb County, Michigan",,,208,10,50,37,47,107,44,176,10,10,59,71,33,256,65,10,10,10,10,10,10,10,10,10,38,4,54,181,10,114,34,42,181,46,76,51,10,10,17468,270,209,209,209,10,10,187
"G26009902180002","2013-2017",,,"Michigan","26","Macomb County","099",,,"218000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2180, Macomb County, Michigan",,,279,23,90,87,112,64,64,123,34,94,97,117,41,259,62,10,10,10,10,10,10,10,10,10,21,10,49,19,38,130,55,94,165,93,83,89,10,10,10110,345,287,287,279,47,10,226
"G26009902180003","2013-2017",,,"Michigan","26","Macomb County","099",,,"218000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2180, Macomb County, Michigan",,,182,10,55,25,73,72,104,91,80,19,116,21,10,232,63,10,10,10,10,10,10,10,10,14,19,39,61,45,54,149,115,130,125,60,76,10,10,30,24776,286,220,220,180,93,10,213
"G26009902200011","2013-2017",,,"Michigan","26","Macomb County","099",,,"220001","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2200.01, Macomb County, Michigan",,,185,67,16,43,67,10,54,59,34,64,60,25,10,199,37,10,10,10,10,10,10,10,10,10,10,10,25,10,10,109,44,76,106,55,68,54,10,10,9989,246,189,189,182,26,10,119
"G26009902200012","2013-2017",,,"Michigan","26","Macomb County","099",,,"220001","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2200.01, Macomb County, Michigan",,,229,23,95,25,47,104,10,91,35,32,104,53,10,188,10,10,10,10,10,10,10,10,10,10,10,10,10,10,32,94,25,67,107,80,62,40,10,42,26497,274,231,235,235,10,37,121
"G26009902200013","2013-2017",,,"Michigan","26","Macomb County","099",,,"220001","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2200.01, Macomb County, Michigan",,,310,79,82,123,111,79,172,111,106,101,177,116,14,280,14,14,14,14,24,36,14,14,14,14,14,14,30,95,84,148,106,78,134,198,160,127,28,14,8743,358,301,308,314,107,44,229
"G26009902200021","2013-2017",,,"Michigan","26","Macomb County","099",,,"220002","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2200.02, Macomb County, Michigan",,,128,12,50,27,18,27,38,43,34,10,27,28,8,114,18,10,10,10,10,10,10,10,10,10,10,10,37,10,15,67,19,45,24,32,60,30,10,10,10788,145,129,129,128,20,10,112
"G26009902200022","2013-2017",,,"Michigan","26","Macomb County","099",,,"220002","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2200.02, Macomb County, Michigan",,,116,17,24,57,30,36,11,57,10,27,23,26,10,163,10,10,10,10,10,10,10,10,10,10,10,10,48,18,14,85,18,66,49,64,69,33,10,10,11834,177,125,125,120,55,10,110
"G26009902200023","2013-2017",,,"Michigan","26","Macomb County","099",,,"220002","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2200.02, Macomb County, Michigan",,,191,14,57,63,41,61,78,82,26,76,86,67,58,162,10,10,10,10,10,4,10,10,10,10,19,10,20,10,29,107,58,60,96,78,98,64,18,4,11774,209,196,198,196,25,22,133
"G26009902211001","2013-2017",,,"Michigan","26","Macomb County","099",,,"221100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2211, Macomb County, Michigan",,,274,109,95,113,100,88,56,85,39,86,76,87,10,215,10,10,10,10,10,10,10,10,10,10,10,19,7,10,26,151,62,73,108,87,131,84,10,10,11168,268,253,253,265,43,10,137
"G26009902211002","2013-2017",,,"Michigan","26","Macomb County","099",,,"221100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2211, Macomb County, Michigan",,,331,10,58,267,98,82,27,10,10,10,32,35,62,393,10,10,10,10,10,10,10,10,10,10,10,10,68,32,10,355,35,38,90,26,61,29,10,10,2097,424,329,329,331,25,10,153
"G26009902211003","2013-2017",,,"Michigan","26","Macomb County","099",,,"221100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2211, Macomb County, Michigan",,,431,50,122,123,134,106,60,144,40,130,180,62,51,401,37,10,10,10,10,10,10,10,10,5,10,10,86,73,82,195,58,92,129,166,107,108,10,10,8594,480,432,432,431,88,10,218
"G26009902212001","2013-2017",,,"Michigan","26","Macomb County","099",,,"221200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2212, Macomb County, Michigan",,,291,18,86,96,105,129,41,110,37,75,109,138,39,237,30,10,10,10,10,10,10,10,10,10,10,10,57,10,30,145,10,99,152,156,140,60,59,10,9349,321,281,281,284,87,10,161
"G26009902212002","2013-2017",,,"Michigan","26","Macomb County","099",,,"221200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2212, Macomb County, Michigan",,,89,10,10,10,10,57,10,64,23,10,10,10,10,151,10,10,10,10,10,10,10,22,10,22,10,10,10,10,57,70,10,10,10,10,60,57,10,10,44804,151,103,103,89,30,10,73
"G26009902212003","2013-2017",,,"Michigan","26","Macomb County","099",,,"221200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2212, Macomb County, Michigan",,,198,75,83,37,68,41,85,82,48,31,84,25,30,230,6,10,10,10,10,10,10,10,10,10,10,10,4,10,10,112,26,86,99,127,70,99,10,23,8017,285,259,259,209,83,10,105
"G26009902212004","2013-2017",,,"Michigan","26","Macomb County","099",,,"221200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2212, Macomb County, Michigan",,,347,10,33,64,206,128,107,117,54,43,102,39,26,312,10,10,10,10,10,24,10,10,10,10,22,21,28,115,10,131,43,56,125,86,115,68,10,10,23513,409,355,355,345,49,10,157
"G26009902215001","2013-2017",,,"Michigan","26","Macomb County","099",,,"221500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2215, Macomb County, Michigan",,,86,21,9,40,22,36,13,40,20,30,39,26,10,57,5,10,10,10,10,10,10,10,10,10,13,12,10,10,20,44,8,32,53,40,55,25,9,10,10185,63,74,74,77,15,10,62
"G26009902218001","2013-2017",,,"Michigan","26","Macomb County","099",,,"221800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2218, Macomb County, Michigan",,,204,12,75,37,68,73,60,99,66,66,87,83,16,175,17,10,10,10,10,10,10,15,10,10,20,19,17,10,29,111,39,67,114,127,114,104,15,18,8720,195,207,207,206,48,10,113
"G26009902218002","2013-2017",,,"Michigan","26","Macomb County","099",,,"221800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2218, Macomb County, Michigan",,,160,17,36,44,40,45,40,80,58,45,55,28,52,148,40,10,10,10,10,10,10,10,10,10,10,10,14,10,15,70,42,42,76,85,54,72,19,25,11363,174,162,162,161,16,10,96
"G26009902221011","2013-2017",,,"Michigan","26","Macomb County","099",,,"222101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2221.01, Macomb County, Michigan",,,293,10,108,101,109,133,137,141,10,60,190,99,9,445,43,10,10,10,10,34,10,10,10,10,110,64,148,127,80,313,135,109,100,175,90,10,10,10,14576,489,347,347,303,164,10,272
"G26009902221012","2013-2017",,,"Michigan","26","Macomb County","099",,,"222101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2221.01, Macomb County, Michigan",,,241,10,23,25,48,64,56,155,72,116,10,90,10,242,27,10,10,10,10,10,10,10,10,10,10,10,15,24,58,108,41,95,67,111,76,62,10,36,20887,386,240,233,234,36,26,273
"G26009902221021","2013-2017",,,"Michigan","26","Macomb County","099",,,"222102","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2221.02, Macomb County, Michigan",,,243,32,83,67,101,148,68,134,96,77,136,83,42,264,37,10,10,10,10,10,10,10,10,10,35,29,21,25,38,199,46,133,143,126,193,128,26,10,9296,326,271,272,269,87,20,163
"G26009902221022","2013-2017",,,"Michigan","26","Macomb County","099",,,"222102","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2221.02, Macomb County, Michigan",,,196,10,74,57,47,65,90,81,21,91,72,38,50,178,36,10,10,10,10,10,10,10,10,10,10,10,10,31,10,100,10,55,75,76,104,82,10,10,12907,204,206,206,199,26,10,93
"G26009902221023","2013-2017",,,"Michigan","26","Macomb County","099",,,"222102","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2221.02, Macomb County, Michigan",,,326,51,96,10,297,126,45,153,21,69,53,32,10,277,41,10,10,10,10,10,10,10,10,10,10,68,71,25,66,220,42,81,115,30,103,49,10,10,15445,397,335,335,330,67,10,148
"G26009902225001","2013-2017",,,"Michigan","26","Macomb County","099",,,"222500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2225, Macomb County, Michigan",,,130,48,10,37,53,29,23,41,101,26,52,38,10,147,13,10,10,10,10,10,10,10,10,10,14,10,18,16,16,64,27,48,62,32,110,43,44,14,34851,170,132,132,131,13,10,98
"G26009902225002","2013-2017",,,"Michigan","26","Macomb County","099",,,"222500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2225, Macomb County, Michigan",,,144,54,42,68,60,56,55,71,29,33,48,30,38,155,13,10,10,10,10,10,10,10,10,10,19,29,18,62,27,119,51,74,100,83,102,71,23,17,10605,166,158,160,150,41,30,141
"G26009902228001","2013-2017",,,"Michigan","26","Macomb County","099",,,"222800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2228, Macomb County, Michigan",,,129,10,60,100,50,53,28,56,67,70,62,34,26,178,107,10,10,10,10,10,10,10,10,10,16,10,23,39,44,113,43,81,77,74,95,30,10,10,12153,195,134,134,133,29,10,154
"G26009902228002","2013-2017",,,"Michigan","26","Macomb County","099",,,"222800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2228, Macomb County, Michigan",,,113,10,14,58,35,29,36,63,36,28,45,27,21,136,24,10,10,10,10,10,10,10,10,10,10,10,31,10,13,88,18,62,55,50,60,39,10,10,12666,150,128,126,121,20,18,94
"G26009902234001","2013-2017",,,"Michigan","26","Macomb County","099",,,"223400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2234, Macomb County, Michigan",,,322,57,94,63,114,75,57,104,63,112,101,10,10,342,2,10,10,10,10,10,10,10,10,2,34,10,28,10,23,206,30,101,139,169,111,89,39,10,16768,363,316,316,320,47,10,193
"G26009902234002","2013-2017",,,"Michigan","26","Macomb County","099",,,"223400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2234, Macomb County, Michigan",,,315,14,87,136,116,153,94,210,96,125,183,118,14,331,35,14,14,14,14,40,14,14,14,14,34,20,67,27,48,200,116,127,243,158,221,162,45,42,14147,367,303,303,306,60,14,254
"G26009902235001","2013-2017",,,"Michigan","26","Macomb County","099",,,"223500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2235, Macomb County, Michigan",,,88,10,17,27,41,36,18,54,33,65,46,25,22,73,12,10,10,9,10,10,10,10,10,10,10,11,25,11,14,77,10,40,75,52,60,37,20,20,11387,90,89,89,90,24,10,77
"G26009902238001","2013-2017",,,"Michigan","26","Macomb County","099",,,"223800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2238, Macomb County, Michigan",,,359,10,144,10,185,121,47,152,41,76,140,60,148,355,43,10,10,10,10,10,10,10,38,10,56,10,30,10,10,198,10,10,162,174,161,124,51,10,21864,641,359,359,359,10,10,344
"G26009902238002","2013-2017",,,"Michigan","26","Macomb County","099",,,"223800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2238, Macomb County, Michigan",,,535,45,133,202,241,191,304,230,70,152,207,250,119,444,16,16,16,16,16,16,16,16,16,35,16,116,159,39,111,309,80,211,363,282,321,220,87,16,16024,587,544,544,540,111,16,359
"G26009902238003","2013-2017",,,"Michigan","26","Macomb County","099",,,"223800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2238, Macomb County, Michigan",,,268,10,80,45,128,48,97,130,10,47,132,68,43,250,10,10,10,10,10,10,10,10,10,10,45,48,36,36,10,144,45,62,90,114,89,138,73,10,21522,333,258,258,258,10,10,182
"G26009902239001","2013-2017",,,"Michigan","26","Macomb County","099",,,"223900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2239, Macomb County, Michigan",,,229,10,99,66,53,132,86,154,39,36,100,51,10,233,10,10,10,10,25,10,29,10,10,10,10,24,29,24,30,172,49,64,90,72,122,91,35,22,12348,261,228,228,224,23,10,159
"G26009902239002","2013-2017",,,"Michigan","26","Macomb County","099",,,"223900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2239, Macomb County, Michigan",,,98,23,10,38,10,57,24,21,10,10,35,10,24,184,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,136,26,81,103,58,71,40,10,10,6032,185,106,106,106,3,10,195
"G26009902239003","2013-2017",,,"Michigan","26","Macomb County","099",,,"223900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2239, Macomb County, Michigan",,,263,10,63,78,93,74,80,109,74,101,129,120,84,333,34,10,10,10,10,10,10,22,10,10,10,55,29,47,51,174,48,93,121,229,302,95,64,10,6364,348,268,268,263,39,10,220
"G26009902240001","2013-2017",,,"Michigan","26","Macomb County","099",,,"224000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2240, Macomb County, Michigan",,,302,44,65,78,94,111,57,164,52,110,123,73,10,301,10,10,10,10,10,10,10,10,10,10,30,23,10,20,15,148,50,70,170,104,193,81,55,36,14505,330,306,306,304,57,10,196
"G26009902240002","2013-2017",,,"Michigan","26","Macomb County","099",,,"224000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2240, Macomb County, Michigan",,,299,48,61,100,89,135,40,163,83,96,111,159,69,310,30,10,10,10,10,10,10,29,10,10,10,10,10,10,21,196,30,91,158,142,153,111,10,37,12721,338,330,330,312,93,10,194
"G26009902240003","2013-2017",,,"Michigan","26","Macomb County","099",,,"224000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2240, Macomb County, Michigan",,,325,30,101,125,94,118,110,104,128,124,154,118,14,306,48,49,14,14,14,14,32,14,14,79,18,29,72,21,14,196,31,124,152,113,200,108,103,37,8071,413,314,304,308,70,34,358
"G26009902241001","2013-2017",,,"Michigan","26","Macomb County","099",,,"224100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2241, Macomb County, Michigan",,,279,10,126,87,133,144,82,121,65,64,158,67,26,310,83,35,10,10,10,18,10,10,18,10,46,140,10,10,10,146,19,78,171,144,187,121,57,42,8819,370,313,313,297,58,10,197
"G26009902241002","2013-2017",,,"Michigan","26","Macomb County","099",,,"224100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2241, Macomb County, Michigan",,,280,10,110,115,97,127,91,138,78,66,132,84,10,260,10,10,10,10,10,23,10,10,10,10,22,14,10,10,42,156,10,65,118,138,193,117,56,10,6615,333,306,300,280,82,25,162
"G26009902242001","2013-2017",,,"Michigan","26","Macomb County","099",,,"224200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2242, Macomb County, Michigan",,,364,10,111,119,65,110,138,154,81,74,132,89,10,347,27,10,10,10,10,10,10,22,10,10,10,20,55,30,10,184,28,99,162,133,152,127,66,27,12430,452,399,399,368,109,10,188
"G26009902242002","2013-2017",,,"Michigan","26","Macomb County","099",,,"224200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2242, Macomb County, Michigan",,,232,56,26,61,84,59,54,58,59,82,71,86,10,287,23,10,10,10,29,10,10,10,10,10,22,10,31,122,42,183,89,81,95,108,87,71,42,18,17572,355,267,267,256,50,10,287
"G26009902242003","2013-2017",,,"Michigan","26","Macomb County","099",,,"224200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2242, Macomb County, Michigan",,,317,10,54,92,43,169,41,118,72,47,92,46,10,322,10,10,10,10,10,10,10,10,81,10,141,63,23,10,10,111,48,38,163,106,126,53,10,27,24823,439,332,338,322,39,37,239
"G26009902243001","2013-2017",,,"Michigan","26","Macomb County","099",,,"224300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2243, Macomb County, Michigan",,,216,10,36,82,64,74,56,91,47,43,73,75,35,184,10,10,10,10,10,10,10,10,10,10,10,10,10,10,32,113,32,63,92,65,119,69,10,10,14535,265,268,268,215,104,10,113
"G26009902243002","2013-2017",,,"Michigan","26","Macomb County","099",,,"224300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2243, Macomb County, Michigan",,,191,10,25,67,70,104,61,145,36,43,39,51,24,175,10,10,10,10,10,10,11,10,10,10,41,11,23,18,38,123,21,40,133,71,104,38,10,10,18128,216,202,202,199,44,10,118
"G26009902244001","2013-2017",,,"Michigan","26","Macomb County","099",,,"224400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2244, Macomb County, Michigan",,,221,30,37,66,118,73,32,115,22,38,63,41,10,159,48,10,10,10,10,10,40,11,10,10,32,10,42,10,22,149,10,44,99,75,162,26,47,12,15882,193,201,201,204,36,10,109
"G26009902244002","2013-2017",,,"Michigan","26","Macomb County","099",,,"224400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2244, Macomb County, Michigan",,,146,10,36,46,54,48,10,48,40,20,58,25,23,143,19,10,10,10,10,10,10,10,10,10,10,10,15,10,19,127,11,36,42,65,72,53,17,10,12710,179,153,153,154,23,10,98
"G26009902244003","2013-2017",,,"Michigan","26","Macomb County","099",,,"224400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2244, Macomb County, Michigan",,,139,42,27,64,40,44,41,47,44,45,68,48,35,147,10,10,10,10,10,10,10,10,10,11,10,13,10,10,10,84,28,32,102,48,97,51,10,10,16431,181,141,141,143,56,10,124
"G26009902245001","2013-2017",,,"Michigan","26","Macomb County","099",,,"224500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2245, Macomb County, Michigan",,,171,10,40,69,35,104,40,76,31,52,66,54,22,158,10,10,10,10,10,10,10,10,10,10,15,10,10,18,13,148,19,52,93,59,87,41,19,29,14342,177,180,180,181,9,10,98
"G26009902245002","2013-2017",,,"Michigan","26","Macomb County","099",,,"224500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2245, Macomb County, Michigan",,,241,11,33,129,57,60,29,86,19,47,109,50,49,192,73,18,10,10,10,10,19,10,10,13,13,22,10,25,48,143,58,56,94,54,93,41,19,10,11602,330,256,256,252,55,10,139
"G26009902246001","2013-2017",,,"Michigan","26","Macomb County","099",,,"224600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2246, Macomb County, Michigan",,,246,39,24,15,151,53,111,122,30,25,84,70,119,254,44,10,10,10,10,10,10,10,10,10,39,10,71,45,33,196,26,106,133,123,152,94,10,10,14661,261,260,264,264,10,29,176
"G26009902246002","2013-2017",,,"Michigan","26","Macomb County","099",,,"224600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2246, Macomb County, Michigan",,,294,10,37,110,78,55,55,164,23,77,34,67,36,268,10,10,10,10,10,10,10,10,10,10,85,76,10,10,23,142,51,62,110,51,121,15,10,21,17523,325,303,303,294,57,10,128
"G26009902246003","2013-2017",,,"Michigan","26","Macomb County","099",,,"224600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2246, Macomb County, Michigan",,,246,54,115,76,79,89,57,99,10,79,86,80,10,250,16,10,10,10,10,10,10,10,62,10,10,10,10,35,10,152,45,114,97,101,126,90,24,10,13078,325,249,251,251,10,24,176
"G26009902251001","2013-2017",,,"Michigan","26","Macomb County","099",,,"225100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2251, Macomb County, Michigan",,,154,10,60,36,32,73,24,106,10,23,47,50,10,176,10,10,10,10,10,10,10,10,10,10,10,10,11,24,10,82,30,70,70,63,95,59,10,23,15680,196,171,171,157,57,10,95
"G26009902251002","2013-2017",,,"Michigan","26","Macomb County","099",,,"225100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2251, Macomb County, Michigan",,,134,50,18,28,57,57,11,105,29,60,43,60,18,139,23,10,10,10,10,10,19,10,10,10,26,10,41,13,15,102,32,78,104,73,85,39,10,18,17227,148,144,144,139,19,10,118
"G26009902252001","2013-2017",,,"Michigan","26","Macomb County","099",,,"225200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2252, Macomb County, Michigan",,,268,10,128,77,117,115,86,133,89,45,123,48,92,269,90,10,10,10,10,10,10,10,10,27,24,84,10,10,29,226,62,78,135,96,178,91,58,50,17739,368,273,273,258,70,10,235
"G26009902252002","2013-2017",,,"Michigan","26","Macomb County","099",,,"225200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2252, Macomb County, Michigan",,,181,10,55,113,26,46,64,115,51,35,51,26,3,171,10,10,10,10,10,10,10,10,10,10,34,10,2,30,10,61,10,29,131,70,111,45,36,109,24901,203,184,184,181,29,10,124
"G26009902252003","2013-2017",,,"Michigan","26","Macomb County","099",,,"225200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2252, Macomb County, Michigan",,,276,34,41,38,94,65,60,175,48,31,38,19,24,185,24,10,10,10,10,10,10,10,10,10,10,10,10,10,32,105,46,85,127,72,131,67,10,29,10411,321,276,276,274,39,10,156
