FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,Occupancy_Status_Total,Occupancy_Status_Occupied,Occupancy_Status_Vacant,Value_Total,Value_Less_than_10000,Value_10000_to_14999,Value_15000_to_19999,Value_20000_to_24999,Value_25000_to_29999,Value_30000_to_34999,Value_35000_to_39999,Value_40000_to_49999,Value_50000_to_59999,Value_60000_to_69999,Value_70000_to_79999,Value_80000_to_89999,Value_90000_to_99999,Value_100000_to_124999,Value_125000_to_149999,Value_150000_to_174999,Value_175000_to_199999,Value_200000_to_249999,Value_250000_to_299999,Value_300000_to_399999,Value_400000_to_499999,Value_500000_to_749999,Value_750000_to_999999,Value_1000000_to_1499999,Value_1500000_to_1999999,Value_2000000_or_more,Median_Value,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,Per_Vacant,UNIQUE_ID
390,26,163,524800,2,2.62E+11,Block Group 2,G5030,S,231255,0,42.2590376,-83.1600287,G26016305248002,2071.310973,231255.5184,G26016305248002,2013-2017, , ,Michigan,26,Wayne County,163, , ,524800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5248, Wayne County, Michigan",302,226,76,110,9,8,0,0,25,5,0,5,47,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,50600,110,17,0,0,9,8,0,0,0,0,0,0,93,30,8,13,0,0,17,0,8,17,0,18.9,0,18.3,25.16556291,390
391,26,163,524800,3,2.62E+11,Block Group 3,G5030,S,221908,0,42.2613019,-83.1634601,G26016305248003,1891.820214,221908.7019,G26016305248003,2013-2017, , ,Michigan,26,Wayne County,163, , ,524800,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5248, Wayne County, Michigan",332,309,23,181,14,0,0,24,10,7,0,61,24,0,0,12,0,0,22,0,7,0,0,0,0,0,0,0,0,0,45800,181,86,0,22,7,7,0,0,22,0,28,0,95,13,15,10,25,8,0,0,7,17,0,23.7,36.6,21.9,6.927710843,391
392,26,163,524800,4,2.62E+11,Block Group 4,G5030,S,191698,0,42.2652469,-83.1601925,G26016305248004,1757.138003,191697.7399,G26016305248004,2013-2017, , ,Michigan,26,Wayne County,163, , ,524800,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5248, Wayne County, Michigan",239,150,89,150,0,0,8,67,0,27,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27500,150,55,0,0,31,24,0,0,0,0,0,0,95,43,3,0,0,42,0,0,7,0,0,19.7,19.4,25.2,37.23849372,392
393,26,163,524800,5,2.62E+11,Block Group 5,G5030,S,304298,0,42.2660105,-83.1652157,G26016305248005,2545.508162,304296.608,G26016305248005,2013-2017, , ,Michigan,26,Wayne County,163, , ,524800,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5248, Wayne County, Michigan",214,214,0,143,13,0,0,6,0,6,0,26,61,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,53400,143,59,0,25,0,0,9,0,4,21,0,0,84,6,13,0,6,6,8,0,45,0,0,34.1,27.5,40.7,0,393
394,26,163,524900,1,2.62E+11,Block Group 1,G5030,S,1446685,12909,42.2959555,-83.1187657,G26016305249001,5317.541131,1459598.273,G26016305249001,2013-2017, , ,Michigan,26,Wayne County,163, , ,524900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5249, Wayne County, Michigan",398,269,129,218,19,48,12,0,32,74,22,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29700,218,4,0,0,0,0,0,0,0,0,4,0,214,57,31,28,19,3,28,11,5,19,13,17.6,0,17.2,32.4120603,394
395,26,163,524900,2,2.62E+11,Block Group 2,G5030,S,2206068,252707,42.2861382,-83.126512,G26016305249002,7368.841426,2458774.337,G26016305249002,2013-2017, , ,Michigan,26,Wayne County,163, , ,524900,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5249, Wayne County, Michigan",246,198,48,141,36,0,17,12,13,0,6,8,20,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27100,141,15,0,13,0,0,0,0,2,0,0,0,126,75,24,13,5,7,0,0,0,2,0,10,0,10,19.51219512,395
396,26,163,525000,1,2.62E+11,Block Group 1,G5030,S,1473492,1047762,42.2991494,-83.095797,G26016305250001,8507.206279,1494966.587,G26016305250001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5250, Wayne County, Michigan",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396
397,26,163,525000,2,2.62E+11,Block Group 2,G5030,S,1396723,0,42.3087647,-83.0924682,G26016305250002,5132.527956,1396723.349,G26016305250002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525000,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5250, Wayne County, Michigan",254,187,67,57,0,0,0,0,5,3,0,8,5,0,11,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,57,25,5,5,9,0,0,0,0,13,0,13.5,0,13.5,26.37795276,397
398,26,163,525000,3,2.62E+11,Block Group 3,G5030,S,1088773,0,42.3016824,-83.1056176,G26016305250003,4144.740933,1088773.622,G26016305250003,2013-2017, , ,Michigan,26,Wayne County,163, , ,525000,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5250, Wayne County, Michigan",209,141,68,61,0,0,0,0,5,0,27,11,0,7,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39700,61,11,0,7,0,0,4,0,0,0,0,0,50,7,4,5,20,0,0,0,0,14,0,21.9,0,22.3,32.53588517,398
399,26,163,525400,1,2.62E+11,Block Group 1,G5030,S,323006,0,42.3362624,-83.1203501,G26016305254001,2526.285555,323007.2515,G26016305254001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5254, Wayne County, Michigan",367,299,68,120,0,19,0,17,8,20,0,21,20,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,34000,120,18,0,6,0,0,0,0,0,0,12,0,102,55,10,10,0,0,12,15,0,0,0,11.6,50,10,18.52861035,399
400,26,163,525400,2,2.62E+11,Block Group 2,G5030,S,340242,0,42.3384105,-83.1149873,G26016305254002,2978.494485,340243.1863,G26016305254002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5254, Wayne County, Michigan",257,199,58,92,14,22,0,3,0,8,0,9,0,6,0,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,92,46,3,0,26,0,0,8,0,0,9,0,46,0,15,0,0,0,0,14,0,4,13,19.1,18.8,35.5,22.56809339,400
401,26,163,525400,3,2.62E+11,Block Group 3,G5030,S,540611,0,42.3414158,-83.109639,G26016305254003,3021.2805,540612.2594,G26016305254003,2013-2017, , ,Michigan,26,Wayne County,163, , ,525400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5254, Wayne County, Michigan",506,376,130,126,14,25,5,5,28,5,0,14,19,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27500,126,6,0,0,0,0,0,0,0,6,0,0,120,20,32,18,12,14,0,5,0,13,6,17.2,0,16.4,25.6916996,401
402,26,163,525500,1,2.62E+11,Block Group 1,G5030,S,514680,0,42.3347626,-83.1058294,G26016305255001,2804.894499,514679.0365,G26016305255001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5255, Wayne County, Michigan",285,171,114,93,0,12,4,13,10,0,0,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53400,93,31,0,0,0,0,0,20,0,0,11,0,62,22,16,0,0,5,0,0,4,15,0,30.9,0,12.8,40,402
403,26,163,525500,2,2.62E+11,Block Group 2,G5030,S,361005,0,42.3329465,-83.1143821,G26016305255002,2693.396204,361005.9684,G26016305255002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5255, Wayne County, Michigan",139,111,28,80,24,9,0,0,0,19,0,4,0,0,3,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,31800,80,31,0,0,0,3,17,0,0,11,0,0,49,9,0,10,15,0,0,0,4,11,0,25.9,28.7,21.8,20.14388489,403
404,26,163,525600,1,2.62E+11,Block Group 1,G5030,S,287498,0,42.3292865,-83.1151327,G26016305256001,2271.294182,287498.1972,G26016305256001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5256, Wayne County, Michigan",241,151,90,65,0,0,23,5,6,13,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,28800,65,12,0,0,0,6,0,0,0,0,6,0,53,6,0,6,5,12,11,13,0,0,0,29,0,29,37.34439834,404
405,26,163,525600,2,2.62E+11,Block Group 2,G5030,S,491361,0,42.3276663,-83.1095022,G26016305256002,3349.454174,491361.2977,G26016305256002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5256, Wayne County, Michigan",428,280,148,179,0,33,17,6,20,22,0,35,34,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33100,179,26,0,0,4,0,17,0,5,0,0,0,153,55,47,17,0,12,0,6,0,16,0,13.7,27.6,12.3,34.57943925,405
406,26,163,525700,1,2.62E+11,Block Group 1,G5030,S,508597,0,42.3245538,-83.127637,G26016305257001,4183.481062,508596.5461,G26016305257001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5257, Wayne County, Michigan",430,347,83,115,0,11,44,0,0,11,13,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31100,115,37,0,24,0,0,0,0,0,0,13,0,78,32,12,0,11,0,0,0,13,0,10,12.8,13.9,10.8,19.30232558,406
407,26,163,525700,2,2.62E+11,Block Group 2,G5030,S,175526,0,42.3294135,-83.1337867,G26016305257002,1724.214504,175527.4608,G26016305257002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5257, Wayne County, Michigan",342,284,58,195,52,32,10,27,0,21,26,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20600,195,72,12,10,0,0,0,0,0,27,23,0,123,57,0,15,12,10,0,0,0,0,29,16.3,45.2,10,16.95906433,407
408,26,163,525700,3,2.62E+11,Block Group 3,G5030,S,419124,0,42.3289932,-83.1253778,G26016305257003,2797.671948,419123.0033,G26016305257003,2013-2017, , ,Michigan,26,Wayne County,163, , ,525700,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5257, Wayne County, Michigan",846,633,213,450,23,45,11,34,31,130,12,95,31,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33100,450,93,0,12,22,0,21,9,0,29,0,0,357,226,28,19,22,49,0,0,0,13,0,10,28,10,25.17730496,408
409,26,163,525700,4,2.62E+11,Block Group 4,G5030,S,260534,0,42.3258723,-83.1199305,G26016305257004,2042.038539,260534.3273,G26016305257004,2013-2017, , ,Michigan,26,Wayne County,163, , ,525700,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5257, Wayne County, Michigan",413,297,116,148,35,0,24,0,0,41,0,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,31800,148,0,0,0,0,0,0,0,0,0,0,0,148,35,40,26,21,0,0,0,0,26,0,14.9,0,14.9,28.08716707,409
410,26,163,525800,1,2.62E+11,Block Group 1,G5030,S,238484,0,42.3325152,-83.1324678,G26016305258001,2237.003859,238486.1388,G26016305258001,2013-2017, , ,Michigan,26,Wayne County,163, , ,525800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5258, Wayne County, Michigan",289,230,59,104,19,0,8,0,5,25,0,9,10,6,0,5,5,7,0,5,0,0,0,0,0,0,0,0,0,0,34000,104,32,0,10,0,7,0,10,5,0,0,0,72,10,0,30,5,0,0,0,0,22,5,19.9,24.3,18.9,20.41522491,410
411,26,163,525800,2,2.62E+11,Block Group 2,G5030,S,326487,0,42.3337338,-83.1254789,G26016305258002,2382.340292,326486.8445,G26016305258002,2013-2017, , ,Michigan,26,Wayne County,163, , ,525800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5258, Wayne County, Michigan",566,397,169,224,36,31,0,5,19,19,0,22,34,29,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,40900,224,82,14,44,0,0,11,0,0,0,13,0,142,17,71,5,18,0,0,3,15,0,13,13.2,13.1,13.3,29.85865724,411
412,26,163,526000,1,2.62E+11,Block Group 1,G5030,S,1000951,0,42.3254465,-83.1462812,G26016305260001,4610.33262,1000950.94,G26016305260001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5260, Wayne County, Michigan",533,463,70,314,10,28,34,80,11,53,30,35,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27300,314,46,18,5,0,1,0,0,0,7,15,0,268,78,66,16,23,38,0,0,6,23,18,13.7,17.5,13.6,13.13320826,412
413,26,163,526000,2,2.62E+11,Block Group 2,G5030,S,678939,0,42.3266565,-83.1380925,G26016305260002,3646.538285,678937.6692,G26016305260002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526000,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5260, Wayne County, Michigan",636,486,150,267,8,18,0,31,17,27,7,53,10,50,35,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,44800,267,39,12,0,12,0,0,0,0,8,7,0,228,35,44,14,7,66,0,0,26,36,0,25.7,18.1,26.1,23.58490566,413
414,26,163,526100,1,2.62E+11,Block Group 1,G5030,S,329901,0,42.3342964,-83.154114,G26016305261001,3013.013231,329901.7897,G26016305261001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5261, Wayne County, Michigan",279,230,49,131,5,17,0,18,15,25,0,35,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32100,131,5,5,0,0,0,0,0,0,0,0,0,126,17,28,14,29,5,12,0,0,15,6,19.5,0,20.2,17.56272401,414
415,26,163,526100,2,2.62E+11,Block Group 2,G5030,S,357595,0,42.3327718,-83.1502251,G26016305261002,3280.462867,357596.0517,G26016305261002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5261, Wayne County, Michigan",668,513,155,296,25,16,37,53,16,35,33,15,23,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30100,296,52,0,5,13,10,0,0,0,0,24,0,244,24,78,10,23,20,22,0,0,49,18,21.4,24,20.2,23.20359281,415
416,26,163,526200,1,2.62E+11,Block Group 1,G5030,S,289146,0,42.3381839,-83.1474852,G26016305262001,3069.894019,289146.8656,G26016305262001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5262, Wayne County, Michigan",429,318,111,170,0,37,33,5,36,0,0,25,6,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,26400,170,45,8,8,0,0,0,6,23,0,0,0,125,36,21,6,22,12,0,0,0,16,12,20,35.1,14.9,25.87412587,416
417,26,163,526200,2,2.62E+11,Block Group 2,G5030,S,250350,0,42.3391004,-83.1448338,G26016305262002,2847.996691,250349.0193,G26016305262002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5262, Wayne County, Michigan",323,246,77,179,6,0,35,46,15,26,12,11,7,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25800,179,89,0,5,14,26,0,12,8,0,13,11,90,11,15,0,22,11,0,0,7,16,8,23.6,23.8,23.4,23.83900929,417
418,26,163,526200,3,2.62E+11,Block Group 3,G5030,S,174986,0,42.3331264,-83.1423951,G26016305262003,1737.70308,174985.6082,G26016305262003,2013-2017, , ,Michigan,26,Wayne County,163, , ,526200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5262, Wayne County, Michigan",379,273,106,139,24,6,0,38,17,0,0,0,12,0,0,0,0,24,8,4,0,0,0,0,0,6,0,0,0,0,25400,139,56,6,0,0,8,0,11,6,7,6,12,83,38,22,0,0,0,13,0,0,4,6,13.8,33.6,10.1,27.96833773,418
419,26,163,526300,1,2.62E+11,Block Group 1,G5030,S,318542,0,42.3353648,-83.135524,G26016305263001,2312.148217,318540.7096,G26016305263001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5263, Wayne County, Michigan",455,361,94,178,12,0,0,12,22,6,34,52,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,40600,178,23,0,0,0,0,0,0,11,0,12,0,155,47,42,20,0,0,0,0,18,0,28,13.3,0,12,20.65934066,419
420,26,163,526300,2,2.62E+11,Block Group 2,G5030,S,323886,0,42.340769,-83.1374901,G26016305263002,2391.905498,323886.2265,G26016305263002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5263, Wayne County, Michigan",300,222,78,99,0,47,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,99,9,0,9,0,0,0,0,0,0,0,0,90,34,35,0,0,0,0,0,0,0,21,10.6,0,10.1,26,420
421,26,163,526300,3,2.62E+11,Block Group 3,G5030,S,368955,0,42.3408036,-83.1418926,G26016305263003,3366.501293,368956.7257,G26016305263003,2013-2017, , ,Michigan,26,Wayne County,163, , ,526300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5263, Wayne County, Michigan",685,450,235,300,69,61,0,32,18,0,0,87,0,0,0,0,0,20,13,0,0,0,0,0,0,0,0,0,0,0,23100,300,78,0,0,0,20,0,0,34,11,13,0,222,58,17,79,18,24,0,11,15,0,0,19.7,37.8,17.3,34.30656934,421
422,26,163,526400,1,2.62E+11,Block Group 1,G5030,S,227896,0,42.337993,-83.1288887,G26016305264001,1914.700455,227893.8551,G26016305264001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5264, Wayne County, Michigan",290,239,51,89,10,0,0,34,9,0,0,14,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,25300,89,51,0,5,29,0,0,0,7,0,10,0,38,0,12,0,9,0,12,0,5,0,0,19.7,18.5,23.9,17.5862069,422
423,26,163,526400,2,2.62E+11,Block Group 2,G5030,S,339150,0,42.3422444,-83.1323902,G26016305264002,2425.612599,339149.3067,G26016305264002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5264, Wayne County, Michigan",328,215,113,110,2,5,26,28,0,22,0,15,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,23900,110,19,0,0,0,0,0,0,0,4,15,0,91,24,22,5,0,22,0,6,0,12,0,25.9,50,14.9,34.45121951,423
424,26,163,526500,1,2.62E+11,Block Group 1,G5030,S,204156,0,42.3498369,-83.1374217,G26016305265001,1861.405107,204154.7231,G26016305265001,2013-2017, , ,Michigan,26,Wayne County,163, , ,526500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5265, Wayne County, Michigan",348,193,155,124,27,0,80,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17200,124,13,0,0,4,0,0,0,0,0,9,0,111,18,20,13,10,0,0,0,0,33,17,19.6,0,18.5,44.54022989,424
425,26,163,526500,2,2.62E+11,Block Group 2,G5030,S,536447,0,42.3482922,-83.1438247,G26016305265002,2981.778755,536447.8401,G26016305265002,2013-2017, , ,Michigan,26,Wayne County,163, , ,526500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5265, Wayne County, Michigan",762,437,325,256,83,29,47,10,0,44,0,19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16700,256,38,0,0,0,10,0,0,0,0,28,0,218,39,32,11,87,0,0,0,11,38,0,22.4,50,21.6,42.65091864,425
426,26,163,526500,3,2.62E+11,Block Group 3,G5030,S,231009,0,42.3464431,-83.1352173,G26016305265003,2090.916937,231007.6849,G26016305265003,2013-2017, , ,Michigan,26,Wayne County,163, , ,526500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5265, Wayne County, Michigan",295,167,128,133,40,18,46,0,0,8,0,0,9,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,15900,133,21,0,0,0,0,10,2,0,0,9,0,112,0,46,17,0,18,0,0,21,10,0,25.6,31.3,17.9,43.38983051,426
427,26,163,527200,1,2.62E+11,Block Group 1,G5030,S,367069,0,42.3523537,-83.114551,G26016305272001,2529.626006,367070.5451,G26016305272001,2013-2017, , ,Michigan,26,Wayne County,163, , ,527200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5272, Wayne County, Michigan",492,201,291,105,29,7,4,0,11,4,6,0,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31900,105,4,0,0,4,0,0,0,0,0,0,0,101,6,28,30,26,0,0,0,0,11,0,17.7,0,17.8,59.14634146,427
428,26,163,527200,2,2.62E+11,Block Group 2,G5030,S,270096,0,42.3505628,-83.1241365,G26016305272002,2469.802366,270095.594,G26016305272002,2013-2017, , ,Michigan,26,Wayne County,163, , ,527200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5272, Wayne County, Michigan",300,50,250,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,10,0,10,83.33333333,428
429,26,163,527300,1,2.62E+11,Block Group 1,G5030,S,441610,0,42.3474839,-83.1153131,G26016305273001,2750.337357,441609.7418,G26016305273001,2013-2017, , ,Michigan,26,Wayne County,163, , ,527300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5273, Wayne County, Michigan",475,175,300,67,7,7,13,0,16,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,67,0,0,0,0,0,0,0,0,0,0,0,67,7,0,0,13,20,0,11,0,16,0,28.4,0,28.4,63.15789474,429
430,26,163,527300,2,2.62E+11,Block Group 2,G5030,S,574687,0,42.3443611,-83.1208392,G26016305273002,3654.018902,574688.4423,G26016305273002,2013-2017, , ,Michigan,26,Wayne County,163, , ,527300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5273, Wayne County, Michigan",370,132,238,89,0,13,0,14,0,0,13,6,29,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47500,89,37,6,16,0,8,0,0,0,0,7,0,52,6,14,0,6,5,0,7,0,0,14,14.3,13.9,14.6,64.32432432,430
431,26,163,530100,1,2.62E+11,Block Group 1,G5030,S,477277,0,42.405547,-83.1192523,G26016305301001,3386.927838,477276.9484,G26016305301001,2013-2017, , ,Michigan,26,Wayne County,163, , ,530100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5301, Wayne County, Michigan",577,467,110,190,35,19,17,0,0,22,0,71,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40300,190,50,0,0,0,0,0,0,0,0,50,0,140,97,0,0,33,10,0,0,0,0,0,10,0,10,19.06412478,431
432,26,163,530100,2,2.62E+11,Block Group 2,G5030,S,258411,0,42.4089965,-83.1218748,G26016305301002,2430.960335,258410.0283,G26016305301002,2013-2017, , ,Michigan,26,Wayne County,163, , ,530100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5301, Wayne County, Michigan",430,166,264,82,0,8,16,14,12,12,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26300,82,0,0,0,0,0,0,0,0,0,0,0,82,12,0,12,23,0,0,15,0,20,0,23.7,0,23.7,61.39534884,432
433,26,163,530100,3,2.62E+11,Block Group 3,G5030,S,410392,0,42.4138138,-83.1248607,G26016305301003,2629.633648,410391.6774,G26016305301003,2013-2017, , ,Michigan,26,Wayne County,163, , ,530100,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5301, Wayne County, Michigan",575,316,259,233,21,12,0,7,0,0,17,9,27,10,4,29,31,9,10,22,17,8,0,0,0,0,0,0,0,0,83300,233,58,4,0,18,8,1,0,0,0,27,0,175,55,36,18,0,8,36,0,0,22,0,18,24.4,14.5,45.04347826,433
434,26,163,530100,4,2.62E+11,Block Group 4,G5030,S,146255,0,42.4127277,-83.1202042,G26016305301004,2049.314815,146254.9522,G26016305301004,2013-2017, , ,Michigan,26,Wayne County,163, , ,530100,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5301, Wayne County, Michigan",185,107,78,70,0,0,0,0,0,23,0,0,9,0,12,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,70,51,0,0,0,0,0,0,13,26,0,12,19,0,0,0,0,9,0,0,10,0,0,41.9,0,0,42.16216216,434
