FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001
725,26,163,541200,3,2.61635E+11,Block Group 3,G5030,S,214984,0,42.4172132,-83.2552886,G26016305412003,1875.94866,214984.1513,G26016305412003,2013-2017, , ,Michigan,26,Wayne County,163, , ,541200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5412, Wayne County, Michigan",311,226,85,226,76,150,85,32,0,0,0,0,0,53,150,150,0,0,0,0,0,0,0,0,99,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,150,150,0,0,0,0,0,0,0,0,22,42,35,13,22,0,0,16,0,0,0,0,0,0,0,0,0,566,89400,150,34,30,32,20,0,0,0,0,34,0,16.7,76,14,0,18,0,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,26500,"Block Group 3, Census Tract 5412, Wayne County, Michigan",61,63,42,63,39,55,42,30,10,10,10,10,10,35,55,55,10,10,10,10,10,10,10,10,43,25,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,55,55,10,10,10,10,10,10,10,10,25,41,34,17,25,10,10,26,10,10,10,10,10,10,10,10,10,47,34668,55,34,32,37,20,10,10,10,10,31,10,4.3,39,21,10,15,10,31,10,25,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,13265
726,26,163,541200,4,2.61635E+11,Block Group 4,G5030,S,204983,0,42.4219138,-83.2556623,G26016305412004,1827.138786,204982.4015,G26016305412004,2013-2017, , ,Michigan,26,Wayne County,163, , ,541200,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5412, Wayne County, Michigan",291,192,99,192,34,158,99,12,11,0,0,0,0,76,158,158,0,0,0,0,0,0,22,15,6,42,32,25,6,10,0,0,0,0,0,0,0,0,0,0,0,543,158,158,0,0,0,0,0,0,13,9,7,14,42,45,0,6,12,0,10,0,0,0,0,0,0,0,0,593,94500,158,0,15,6,0,0,0,5,43,83,6,50,34,5,4,11,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600,"Block Group 4, Census Tract 5412, Wayne County, Michigan",70,67,53,67,21,65,53,15,18,10,10,10,10,47,65,65,10,10,10,10,10,10,17,16,9,38,38,26,9,16,10,10,10,10,10,10,10,10,10,10,10,39,65,65,10,10,10,10,10,10,10,14,10,17,38,41,10,9,17,10,16,10,10,10,10,10,10,10,10,36,41647,65,10,17,10,10,10,10,9,34,53,9,0,21,9,7,12,10,10,14,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18532
727,26,163,541300,1,2.61635E+11,Block Group 1,G5030,S,431956,0,42.4168204,-83.2819432,G26016305413001,2680.7199,431956.3633,G26016305413001,2013-2017, , ,Michigan,26,Wayne County,163, , ,541300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5413, Wayne County, Michigan",339,271,68,271,143,128,68,9,0,0,0,0,0,59,128,128,0,0,0,0,0,0,0,12,0,7,0,0,31,11,20,28,14,0,5,0,0,0,0,0,0,758,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,31,52,12,14,0,0,0,0,0,1067,142300,128,0,0,17,4,0,0,0,0,93,14,50,143,0,26,5,23,6,23,0,30,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32500,"Block Group 1, Census Tract 5413, Wayne County, Michigan",57,46,37,46,47,48,37,14,10,10,10,10,10,34,48,48,10,10,10,10,10,10,10,18,10,10,10,10,34,18,23,27,16,10,9,10,10,10,10,10,10,89,48,48,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,30,35,14,22,10,10,10,10,10,133,55140,48,10,10,25,6,10,10,10,10,38,22,0,47,10,22,8,21,9,18,10,23,19,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8713
728,26,163,541300,2,2.61635E+11,Block Group 2,G5030,S,470538,0,42.4240699,-83.2800486,G26016305413002,3016.416042,470538.5781,G26016305413002,2013-2017, , ,Michigan,26,Wayne County,163, , ,541300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5413, Wayne County, Michigan",506,385,121,385,170,215,121,54,19,0,0,0,0,48,215,193,0,0,0,11,0,0,0,8,5,14,14,27,15,26,34,39,0,0,0,0,0,0,0,0,22,705,215,193,0,0,0,11,0,0,0,0,8,0,20,15,0,20,15,18,32,54,0,0,0,0,0,0,22,842,156600,215,0,22,0,62,0,11,19,13,51,37,32.3,170,10,35,0,14,19,8,13,27,6,21,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,34400,"Block Group 2, Census Tract 5413, Wayne County, Michigan",71,70,49,70,49,61,49,32,21,10,10,10,10,34,61,60,10,10,10,17,10,10,10,11,8,20,14,28,25,26,29,34,10,10,10,10,10,10,10,10,25,87,61,60,10,10,10,17,10,10,10,10,11,10,22,23,10,25,25,20,29,36,10,10,10,10,10,10,25,151,50949,61,10,28,10,42,10,17,22,13,35,33,17.4,49,15,24,10,18,23,12,13,22,8,17,8,10,10,10,10,10,10,10,10,10,10,14,10,10,10,10,12228
729,26,163,541300,3,2.61635E+11,Block Group 3,G5030,S,381286,0,42.4238951,-83.2849424,G26016305413003,2839.474923,381288.9831,G26016305413003,2013-2017, , ,Michigan,26,Wayne County,163, , ,541300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5413, Wayne County, Michigan",370,323,47,323,168,155,47,5,0,8,0,0,0,34,155,151,0,0,0,0,0,0,0,0,20,12,0,13,0,24,54,28,0,0,0,0,0,0,0,0,4,756,155,151,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,12,0,76,31,0,0,0,0,0,4,1104,156100,155,0,0,12,19,28,10,18,0,52,16,35.1,168,20,2,12,24,33,33,7,7,5,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28900,"Block Group 3, Census Tract 5413, Wayne County, Michigan",69,67,34,67,58,54,34,9,10,13,10,10,10,30,54,55,10,10,10,10,10,10,10,10,27,19,10,20,10,26,37,26,10,10,10,10,10,10,10,10,7,39,54,55,10,10,10,10,10,10,10,10,10,10,25,10,10,10,20,18,10,46,34,10,10,10,10,10,7,87,60713,54,10,10,19,31,23,15,22,10,40,19,18.1,58,23,5,19,24,31,29,11,11,7,25,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,4882
730,26,163,541400,1,2.61635E+11,Block Group 1,G5030,S,1036700,3269,42.4182283,-83.2688119,G26016305414001,4762.034638,1039968.131,G26016305414001,2013-2017, , ,Michigan,26,Wayne County,163, , ,541400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5414, Wayne County, Michigan",424,346,78,346,142,204,78,19,0,0,0,0,0,59,204,204,0,0,0,0,0,0,0,0,45,78,0,0,0,31,0,38,0,0,12,0,0,0,0,0,0,537,204,204,0,0,0,0,0,0,0,0,0,45,65,0,0,0,0,23,0,46,13,12,0,0,0,0,0,594,169700,204,0,0,0,0,0,0,12,45,147,0,50,142,54,0,0,19,10,0,41,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24500,"Block Group 1, Census Tract 5414, Wayne County, Michigan",100,93,60,93,79,94,60,30,10,10,10,10,10,53,94,94,10,10,10,10,10,10,10,10,57,54,10,10,10,40,10,48,10,10,19,10,10,10,10,10,10,225,94,94,10,10,10,10,10,10,10,10,10,57,48,10,10,10,10,37,10,47,20,19,10,10,10,10,10,513,77750,94,10,10,10,10,10,10,19,57,82,10,0,79,56,10,10,32,19,10,34,10,10,9,10,23,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18620
731,26,163,541400,2,2.61635E+11,Block Group 2,G5030,S,894837,0,42.4238169,-83.2624554,G26016305414002,4049.785321,894837.6814,G26016305414002,2013-2017, , ,Michigan,26,Wayne County,163, , ,541400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5414, Wayne County, Michigan",418,361,57,361,250,111,57,19,0,18,0,0,0,20,111,102,0,0,0,0,0,0,0,0,11,24,0,0,0,20,13,34,0,0,0,0,0,0,0,0,9,740,111,102,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,12,8,47,0,0,0,0,0,0,9,950,93000,111,0,0,0,12,0,13,19,0,58,9,50,250,0,40,0,9,0,45,0,14,38,24,43,0,0,0,12,25,0,0,0,0,0,0,0,0,0,0,54500,"Block Group 2, Census Tract 5414, Wayne County, Michigan",110,110,49,110,90,65,49,32,10,26,10,10,10,32,65,62,10,10,10,10,10,10,10,10,19,38,10,10,10,25,23,32,10,10,10,10,10,10,10,10,15,107,65,62,10,10,10,10,10,10,10,10,10,10,10,43,10,10,10,20,15,37,10,10,10,10,10,10,15,258,54800,65,10,10,10,20,10,23,23,10,50,15,0,90,10,38,10,15,10,43,10,24,30,23,47,10,10,10,21,39,10,10,10,10,10,10,10,10,10,10,16224
732,26,163,541400,3,2.61635E+11,Block Group 3,G5030,S,599264,0,42.4255575,-83.2718244,G26016305414003,3337.870739,599261.4791,G26016305414003,2013-2017, , ,Michigan,26,Wayne County,163, , ,541400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5414, Wayne County, Michigan",527,466,61,466,191,275,61,21,0,21,0,0,0,19,275,248,0,0,0,0,0,0,0,0,9,40,29,0,0,53,38,66,0,0,0,13,0,0,0,0,27,743,275,248,0,0,0,0,0,0,0,0,0,11,29,38,0,0,0,27,0,130,0,13,0,0,0,0,27,1037,231800,275,0,29,9,0,27,0,0,0,132,78,50,191,34,27,0,22,18,16,16,11,11,0,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,28500,"Block Group 3, Census Tract 5414, Wayne County, Michigan",106,101,58,101,82,107,58,35,10,34,10,10,10,33,107,101,10,10,10,10,10,10,10,10,17,46,47,10,10,51,51,67,10,10,10,22,10,10,10,10,43,90,107,101,10,10,10,10,10,10,10,10,10,18,44,54,10,10,10,40,10,82,10,22,10,10,10,10,43,261,93613,107,10,47,17,10,40,10,10,10,87,69,0,82,38,42,10,29,31,20,26,21,17,10,21,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11586
733,26,163,541500,1,2.61635E+11,Block Group 1,G5030,S,152419,0,42.4418952,-83.2617305,G26016305415001,2159.439176,152418.7382,G26016305415001,2013-2017, , ,Michigan,26,Wayne County,163, , ,541500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5415, Wayne County, Michigan",528,413,115,413,73,340,115,38,0,0,0,0,0,77,340,311,0,0,0,0,0,0,32,24,104,115,16,10,10,0,0,0,0,0,0,0,0,0,0,0,29,498,340,311,0,0,0,0,0,0,0,0,24,126,100,26,10,0,0,0,0,25,0,0,0,0,0,0,29,553,184700,340,0,53,0,27,10,45,0,36,140,29,45.7,73,0,0,0,8,19,0,0,36,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42600,"Block Group 1, Census Tract 5415, Wayne County, Michigan",113,110,67,110,41,107,67,43,10,10,10,10,10,60,107,106,10,10,10,10,10,10,52,39,66,78,26,16,16,10,10,10,10,10,10,10,10,10,10,10,45,24,107,106,10,10,10,10,10,10,10,10,39,66,70,31,16,10,10,10,10,39,10,10,10,10,10,10,45,23,64816,107,10,62,10,43,16,44,10,44,90,45,23.1,41,10,10,10,13,28,10,10,44,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18362
734,26,163,541500,2,2.61635E+11,Block Group 2,G5030,S,386275,0,42.432727,-83.2613744,G26016305415002,2571.133117,386274.4715,G26016305415002,2013-2017, , ,Michigan,26,Wayne County,163, , ,541500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5415, Wayne County, Michigan",603,497,106,497,211,286,106,63,0,0,0,0,0,43,286,286,0,0,0,10,0,0,0,38,26,36,0,27,11,60,12,17,0,49,0,0,0,0,0,0,0,677,286,286,0,0,0,10,0,0,0,0,38,26,25,11,17,0,10,11,23,17,10,88,0,0,0,0,0,855,284700,286,0,0,36,0,41,0,0,23,154,32,50,211,0,28,0,11,32,10,0,31,31,0,23,10,0,18,0,0,8,0,0,0,9,0,0,0,0,0,47900,"Block Group 2, Census Tract 5415, Wayne County, Michigan",132,133,68,133,74,118,68,49,10,10,10,10,10,50,118,118,10,10,10,16,10,10,10,48,42,45,10,33,17,54,20,28,10,49,10,10,10,10,10,10,10,135,118,118,10,10,10,16,10,10,10,10,48,42,40,18,29,10,15,17,36,28,16,65,10,10,10,10,10,417,126722,118,10,10,45,10,33,10,10,36,93,38,0,74,10,46,10,16,29,15,10,29,50,10,25,16,10,20,10,10,14,10,10,10,13,10,10,10,10,10,15315
735,26,163,541500,3,2.61635E+11,Block Group 3,G5030,S,239990,0,42.4327141,-83.266162,G26016305415003,2193.706189,239989.4217,G26016305415003,2013-2017, , ,Michigan,26,Wayne County,163, , ,541500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5415, Wayne County, Michigan",328,211,117,211,159,52,117,38,0,0,0,0,0,79,52,52,0,0,0,0,0,0,0,0,0,7,33,0,0,0,12,0,0,0,0,0,0,0,0,0,0,579,52,52,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,12,7,0,0,0,0,0,0,0,689,41500,52,0,0,12,0,0,7,0,0,33,0,50,159,0,0,0,21,11,0,10,34,32,45,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,51100,"Block Group 3, Census Tract 5415, Wayne County, Michigan",96,81,64,81,66,55,64,43,10,10,10,10,10,53,55,55,10,10,10,10,10,10,10,10,10,13,50,10,10,10,20,10,10,10,10,10,10,10,10,10,10,115,55,55,10,10,10,10,10,10,10,10,10,10,10,10,50,10,10,10,20,13,10,10,10,10,10,10,10,414,41917,55,10,10,20,10,10,13,10,10,50,10,0,66,10,10,10,24,18,10,15,34,31,53,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10248
736,26,163,541500,4,2.61635E+11,Block Group 4,G5030,S,460408,0,42.4390964,-83.2640814,G26016305415004,3427.544885,460406.9057,G26016305415004,2013-2017, , ,Michigan,26,Wayne County,163, , ,541500,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5415, Wayne County, Michigan",532,471,61,471,438,33,61,0,0,0,13,0,0,48,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,1179,37900,33,0,0,0,10,0,0,0,13,10,0,45,438,8,0,20,60,15,9,26,68,152,27,10,0,0,28,0,6,0,9,0,0,0,0,0,0,0,0,50900,"Block Group 4, Census Tract 5415, Wayne County, Michigan",97,95,52,95,95,31,52,10,10,10,20,10,10,49,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,0,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26,16,10,10,10,10,10,10,127,35485,31,10,10,10,16,10,10,10,19,16,10,23.1,95,13,10,22,58,19,15,38,57,94,29,16,10,10,24,10,9,10,15,10,10,10,10,10,10,10,10,6661
737,26,163,541700,1,2.61635E+11,Block Group 1,G5030,S,677953,0,42.4382123,-83.2716942,G26016305417001,4777.513571,677952.2471,G26016305417001,2013-2017, , ,Michigan,26,Wayne County,163, , ,541700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5417, Wayne County, Michigan",302,288,14,288,80,208,14,0,0,0,0,0,0,14,208,150,0,0,0,0,0,6,0,0,0,14,49,38,22,0,21,0,0,0,0,0,0,0,0,0,58,608,208,150,0,0,0,0,0,6,0,0,0,0,23,28,12,51,9,0,21,0,0,0,0,0,0,0,58,706,104500,208,0,28,0,0,0,0,0,22,85,73,50,80,0,0,0,0,8,17,0,8,17,0,4,0,0,0,6,11,0,0,0,9,0,0,0,0,0,0,0,"Block Group 1, Census Tract 5417, Wayne County, Michigan",86,85,23,85,39,89,23,10,10,10,10,10,10,23,89,75,10,10,10,10,10,11,10,10,10,20,36,50,33,10,32,10,10,10,10,10,10,10,10,10,53,43,89,75,10,10,10,10,10,11,10,10,10,10,25,40,18,60,15,10,32,10,10,10,10,10,10,10,53,90,56617,89,10,40,10,10,10,10,10,33,63,57,0,39,10,10,10,10,12,26,10,12,19,10,15,10,10,10,11,20,10,10,10,15,10,10,10,10,10,10,0
738,26,163,541700,2,2.61635E+11,Block Group 2,G5030,S,601741,0,42.433791,-83.274845,G26016305417002,4257.631222,601740.1956,G26016305417002,2013-2017, , ,Michigan,26,Wayne County,163, , ,541700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5417, Wayne County, Michigan",1193,977,216,977,127,850,216,88,0,0,0,0,0,128,850,826,31,0,14,35,23,0,0,37,28,46,145,119,224,35,16,63,10,0,0,0,0,0,0,0,24,623,850,826,31,0,0,38,34,0,0,0,37,40,13,144,106,171,84,73,0,55,0,0,0,0,0,0,24,686,536700,850,0,0,92,10,143,37,55,138,320,55,44.4,127,31,9,0,7,0,8,0,0,12,8,42,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,57100,"Block Group 2, Census Tract 5417, Wayne County, Michigan",88,126,93,126,52,120,93,71,10,10,10,10,10,84,120,116,48,10,21,42,35,10,10,42,45,38,101,65,87,41,22,57,16,10,10,10,10,10,10,10,31,42,120,116,48,10,10,42,31,10,10,10,42,49,22,99,75,68,67,57,10,54,10,10,10,10,10,10,31,45,79047,120,10,10,74,16,82,30,54,77,105,58,6.5,52,29,14,10,11,10,12,10,10,21,13,48,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,47573
739,26,163,541800,1,2.61635E+11,Block Group 1,G5030,S,646878,0,42.4323754,-83.282619,G26016305418001,3198.819614,646878.1397,G26016305418001,2013-2017, , ,Michigan,26,Wayne County,163, , ,541800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5418, Wayne County, Michigan",802,590,212,590,263,327,212,84,0,21,22,0,0,85,327,327,0,0,0,0,27,0,11,0,11,21,82,20,53,55,29,0,9,9,0,0,0,0,0,0,0,629,327,327,0,0,0,0,0,0,27,0,0,11,0,71,63,9,66,23,0,48,9,0,0,0,0,0,0,693,243000,327,11,18,12,31,40,19,77,0,96,23,36.4,263,56,24,10,41,48,0,0,49,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25100,"Block Group 1, Census Tract 5418, Wayne County, Michigan",102,115,90,115,106,108,90,65,10,33,34,10,10,66,108,108,10,10,10,10,43,10,17,10,16,33,58,22,34,61,33,10,14,14,10,10,10,10,10,10,10,91,108,108,10,10,10,10,10,10,43,10,10,16,10,47,57,14,63,18,10,39,14,10,10,10,10,10,10,105,81231,108,16,21,19,28,48,28,67,10,65,24,5.6,106,49,26,15,51,50,10,10,51,15,10,10,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5586
740,26,163,541800,2,2.61635E+11,Block Group 2,G5030,S,556108,0,42.4394031,-83.2831468,G26016305418002,3071.467478,556112.4755,G26016305418002,2013-2017, , ,Michigan,26,Wayne County,163, , ,541800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5418, Wayne County, Michigan",552,510,42,510,366,144,42,0,0,42,0,0,0,0,144,144,0,0,0,8,0,0,0,0,0,0,36,0,0,17,22,23,38,0,0,0,0,0,0,0,0,775,144,144,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,81,43,12,0,0,0,0,0,0,979,146300,144,0,0,0,0,0,12,23,17,92,0,50,366,13,0,10,14,9,64,10,72,82,8,10,0,35,29,10,0,0,0,0,0,0,0,0,0,0,0,48800,"Block Group 2, Census Tract 5418, Wayne County, Michigan",98,92,47,92,84,80,47,10,10,47,10,10,10,10,80,80,10,10,10,14,10,10,10,10,10,10,46,10,10,27,35,37,45,10,10,10,10,10,10,10,10,126,80,80,10,10,10,10,10,10,10,10,10,10,10,14,10,10,10,10,66,50,18,10,10,10,10,10,10,67,81397,80,10,10,10,10,10,18,37,27,70,10,0,84,20,10,16,22,14,48,15,47,55,13,16,10,43,15,15,10,10,10,10,10,10,10,10,10,10,10,7221
741,26,163,542100,1,2.61635E+11,Block Group 1,G5030,S,251774,0,42.4140708,-83.2030249,G26016305421001,2051.637417,251773.3878,G26016305421001,2013-2017, , ,Michigan,26,Wayne County,163, , ,542100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5421, Wayne County, Michigan",467,430,37,430,152,278,37,0,0,27,0,0,0,10,278,254,0,0,0,0,0,0,68,0,0,70,13,0,0,18,85,0,0,0,0,0,0,0,0,0,24,542,278,254,0,0,0,0,0,0,0,0,0,35,60,13,0,9,34,42,0,61,0,0,0,0,0,0,24,765,201000,278,35,0,42,0,0,0,0,35,142,24,50,152,0,11,0,10,0,13,13,17,18,10,30,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,56700,"Block Group 1, Census Tract 5421, Wayne County, Michigan",124,122,48,122,55,126,48,10,10,43,10,10,10,19,126,123,10,10,10,10,10,10,76,10,10,70,21,10,10,29,87,10,10,10,10,10,10,10,10,10,26,233,126,123,10,10,10,10,10,10,10,10,10,57,66,21,10,14,51,63,10,76,10,10,10,10,10,10,26,248,105242,126,57,10,63,10,10,10,10,43,97,26,0,55,10,21,10,16,10,21,23,29,21,15,30,20,10,19,10,10,10,10,10,10,10,10,10,10,10,10,19906
742,26,163,542100,2,2.61635E+11,Block Group 2,G5030,S,177100,0,42.4104855,-83.2017902,G26016305421002,1683.190384,177099.9756,G26016305421002,2013-2017, , ,Michigan,26,Wayne County,163, , ,542100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5421, Wayne County, Michigan",191,110,81,110,63,47,81,0,0,27,0,0,0,54,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,0,0,0,0,0,0,0,0,0,0,758,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,35,0,0,0,0,0,0,0,1082,50200,47,0,0,0,0,0,0,0,0,47,0,50,63,0,32,0,6,9,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5421, Wayne County, Michigan",97,61,73,61,53,39,73,10,10,42,10,10,10,62,39,39,10,10,10,10,10,10,10,10,10,10,10,10,10,26,29,10,10,10,10,10,10,10,10,10,10,31,39,39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,10,10,33,10,10,10,10,10,10,10,175,42237,39,10,10,10,10,10,10,10,10,39,10,0,53,10,47,10,18,14,10,10,15,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
743,26,163,542100,3,2.61635E+11,Block Group 3,G5030,S,213073,0,42.4115953,-83.2070742,G26016305421003,2319.760286,213074.5623,G26016305421003,2013-2017, , ,Michigan,26,Wayne County,163, , ,542100,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5421, Wayne County, Michigan",342,201,141,201,101,100,141,0,0,27,27,0,0,87,100,100,0,0,0,0,0,0,0,0,0,48,0,0,0,42,10,0,0,0,0,0,0,0,0,0,0,702,100,100,0,0,0,0,0,0,0,0,0,13,0,0,15,0,0,20,52,0,0,0,0,0,0,0,0,904,81800,100,0,0,10,0,0,0,0,0,70,20,50,101,0,0,9,10,7,11,0,21,0,13,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,46400,"Block Group 3, Census Tract 5421, Wayne County, Michigan",94,64,91,64,55,65,91,10,10,44,45,10,10,76,65,65,10,10,10,10,10,10,10,10,10,47,10,10,10,48,15,10,10,10,10,10,10,10,10,10,10,329,65,65,10,10,10,10,10,10,10,10,10,20,10,10,24,10,10,32,49,10,10,10,10,10,10,10,10,161,54390,65,10,10,15,10,10,10,10,10,58,32,0,55,10,10,14,15,11,18,10,23,10,21,32,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,24043
